OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup,RegionName,Gender2,Month
319,10410,10,2,0,22,2,22707.072619746396,45414.14523949279,20s,High-Price,2020-01-09 21:00:00,Thursday,21:00:00,2020,Winter,PrimeTime,H-City,Female,1
268,10132,10,1,0,26,7,35208.43691070097,35208.43691070097,20s,High-Price,2020-01-09 21:32:00,Thursday,21:32:00,2020,Winter,PrimeTime,T-City,Female,1
70,10833,10,1,0,27,5,28193.877942412655,28193.877942412655,20s,High-Price,2020-01-09 21:42:00,Thursday,21:42:00,2020,Winter,PrimeTime,S-City,Female,1
307,10756,10,2,0,23,5,26122.002800339113,52244.005600678225,20s,High-Price,2020-01-09 22:40:00,Thursday,22:40:00,2020,Winter,PrimeTime,S-City,Female,1
213,10321,10,2,0,27,6,32094.57928138044,64189.15856276088,20s,High-Price,2020-01-10 19:11:00,Friday,19:11:00,2020,Winter,PrimeTime,I-City,Female,1
380,10565,10,1,0,24,5,29357.662448941206,29357.662448941206,20s,High-Price,2020-01-10 19:33:00,Friday,19:33:00,2020,Winter,PrimeTime,S-City,Female,1
344,10645,10,1,0,25,4,23019.718185509475,23019.718185509475,20s,High-Price,2020-01-10 20:38:00,Friday,20:38:00,2020,Winter,PrimeTime,K-State,Female,1
323,10424,30,2,0,16,2,32172.955254677607,64345.91050935521,10s,Low-Price,2020-01-10 22:01:00,Friday,22:01:00,2020,Winter,PrimeTime,H-City,Female,1
44,10711,10,1,0,23,5,39349.38693015831,39349.38693015831,20s,High-Price,2020-01-10 23:28:00,Friday,23:28:00,2020,Winter,PrimeTime,S-City,Female,1
283,10966,10,2,0,29,6,34531.03767355176,69062.07534710351,20s,High-Price,2020-01-11 20:51:00,Saturday,20:51:00,2020,Winter,PrimeTime,I-City,Female,1
372,10318,10,2,0,30,5,34760.5404327427,69521.0808654854,20s,High-Price,2020-01-11 21:34:00,Saturday,21:34:00,2020,Winter,PrimeTime,S-City,Female,1
187,10687,20,2,1,24,5,21112.3322469341,42224.6644938682,20s,Medium-Price,2020-01-11 22:11:00,Saturday,22:11:00,2020,Winter,PrimeTime,S-City,Male,1
280,10960,20,1,1,28,6,31670.033713200806,31670.033713200806,20s,Medium-Price,2020-01-11 23:22:00,Saturday,23:22:00,2020,Winter,PrimeTime,I-City,Male,1
197,10424,10,2,0,16,2,29838.23201227838,59676.46402455676,10s,High-Price,2020-01-12 05:53:00,Sunday,05:53:00,2020,Winter,DayBreak,H-City,Female,1
299,10875,20,1,1,24,6,30017.578486247683,30017.578486247683,20s,Medium-Price,2020-01-12 20:03:00,Sunday,20:03:00,2020,Winter,PrimeTime,I-City,Male,1
37,10357,10,1,0,26,7,28653.796620169876,28653.796620169876,20s,High-Price,2020-01-12 20:20:00,Sunday,20:20:00,2020,Winter,PrimeTime,T-City,Female,1
136,10240,20,2,1,31,7,38904.88976118367,77809.77952236735,30s,Medium-Price,2020-01-12 20:28:00,Sunday,20:28:00,2020,Winter,PrimeTime,T-City,Male,1
245,10560,10,2,0,31,5,30119.666138876142,60239.332277752284,30s,High-Price,2020-01-12 23:03:00,Sunday,23:03:00,2020,Winter,PrimeTime,S-City,Female,1
176,10156,10,2,0,33,6,32421.688090398315,64843.37618079663,30s,High-Price,2020-01-13 18:19:00,Monday,18:19:00,2020,Winter,DayTime,I-City,Female,1
252,10726,10,2,0,46,10,21861.19378873329,43722.38757746658,40s,High-Price,2020-01-13 20:02:00,Monday,20:02:00,2020,Winter,PrimeTime,G-City,Female,1
171,10932,20,2,1,24,4,26812.16549533078,53624.33099066156,20s,Medium-Price,2020-01-13 21:28:00,Monday,21:28:00,2020,Winter,PrimeTime,K-State,Male,1
282,10767,20,1,1,29,7,37539.36707666274,37539.36707666274,20s,Medium-Price,2020-01-14 20:45:00,Tuesday,20:45:00,2020,Winter,PrimeTime,T-City,Male,1
191,10376,10,2,0,59,5,24917.014357654287,49834.028715308574,50s,High-Price,2020-01-14 21:43:00,Tuesday,21:43:00,2020,Winter,PrimeTime,S-City,Female,1
353,10606,10,1,0,20,7,28714.416124633717,28714.416124633717,10s,High-Price,2020-01-14 21:57:00,Tuesday,21:57:00,2020,Winter,PrimeTime,T-City,Female,1
297,10817,10,2,0,26,5,25182.389800168792,50364.779600337584,20s,High-Price,2020-01-14 23:07:00,Tuesday,23:07:00,2020,Winter,PrimeTime,S-City,Female,1
64,10549,10,1,0,36,5,32614.94299731701,32614.94299731701,30s,High-Price,2020-01-14 23:10:00,Tuesday,23:10:00,2020,Winter,PrimeTime,S-City,Female,1
326,10900,20,2,1,35,6,22514.181775887853,45028.36355177571,30s,Medium-Price,2020-01-14 23:44:00,Tuesday,23:44:00,2020,Winter,PrimeTime,I-City,Male,1
391,10112,10,1,0,23,6,28267.719595608432,28267.719595608432,20s,High-Price,2020-01-15 20:22:00,Wednesday,20:22:00,2020,Winter,PrimeTime,I-City,Female,1
132,10513,20,2,1,23,4,21756.061891657522,43512.123783315044,20s,Medium-Price,2020-01-16 14:45:00,Thursday,14:45:00,2020,Winter,DayTime,K-State,Male,1
17,10003,10,3,0,30,5,28772.860262114013,86318.58078634203,20s,High-Price,2020-01-16 21:28:00,Thursday,21:28:00,2020,Winter,PrimeTime,S-City,Female,1
301,10721,10,3,0,20,5,25513.406639152232,76540.21991745669,10s,High-Price,2020-01-16 23:05:00,Thursday,23:05:00,2020,Winter,PrimeTime,S-City,Female,1
269,10952,10,2,0,26,8,16003.455181021125,32006.91036204225,20s,High-Price,2020-01-17 06:42:00,Friday,06:42:00,2020,Winter,DayBreak,B-City,Female,1
149,10702,10,1,0,25,6,38803.92726294469,38803.92726294469,20s,High-Price,2020-01-17 14:14:00,Friday,14:14:00,2020,Winter,DayTime,I-City,Female,1
273,10170,20,2,1,44,7,22728.03012135277,45456.06024270554,40s,Medium-Price,2020-01-17 18:32:00,Friday,18:32:00,2020,Winter,DayTime,T-City,Male,1
336,10462,10,1,1,51,7,30020.87896910709,30020.87896910709,50s,High-Price,2020-01-17 21:41:00,Friday,21:41:00,2020,Winter,PrimeTime,T-City,Male,1
61,10246,20,2,1,31,5,41371.56969347797,82743.13938695594,30s,Medium-Price,2020-01-17 21:47:00,Friday,21:47:00,2020,Winter,PrimeTime,S-City,Male,1
33,10080,10,2,0,48,8,26814.269381264334,53628.53876252867,40s,High-Price,2020-01-17 22:24:00,Friday,22:24:00,2020,Winter,PrimeTime,B-City,Female,1
324,10387,10,2,0,25,5,30374.597064399077,60749.19412879815,20s,High-Price,2020-01-17 22:44:00,Friday,22:44:00,2020,Winter,PrimeTime,S-City,Female,1
370,10795,10,1,0,26,6,38406.35268128013,38406.35268128013,20s,High-Price,2020-01-17 23:21:00,Friday,23:21:00,2020,Winter,PrimeTime,I-City,Female,1
93,10172,30,1,0,12,5,32109.55876585107,32109.55876585107,10s,Low-Price,2020-01-18 15:13:00,Saturday,15:13:00,2020,Winter,DayTime,S-City,Female,1
300,10427,10,2,0,30,1,31988.508386765705,63977.01677353141,20s,High-Price,2020-01-18 21:28:00,Saturday,21:28:00,2020,Winter,PrimeTime,Y-City,Female,1
226,10157,10,1,0,22,5,40180.22963589826,40180.22963589826,20s,High-Price,2020-01-19 21:53:00,Sunday,21:53:00,2020,Winter,PrimeTime,S-City,Female,1
128,10212,10,1,0,29,9,33271.23747699792,33271.23747699792,20s,High-Price,2020-01-19 22:52:00,Sunday,22:52:00,2020,Winter,PrimeTime,D-City,Female,1
346,10400,20,1,1,38,6,29344.40795260489,29344.40795260489,30s,Medium-Price,2020-01-19 23:32:00,Sunday,23:32:00,2020,Winter,PrimeTime,I-City,Male,1
207,10704,20,1,1,22,8,33386.52869597153,33386.52869597153,20s,Medium-Price,2020-01-20 15:58:00,Monday,15:58:00,2020,Winter,DayTime,B-City,Male,1
285,10964,10,2,0,27,5,35554.624390827856,71109.24878165571,20s,High-Price,2020-01-20 20:20:00,Monday,20:20:00,2020,Winter,PrimeTime,S-City,Female,1
157,10694,10,1,0,32,3,35039.88722354178,35039.88722354178,30s,High-Price,2020-01-20 22:53:00,Monday,22:53:00,2020,Winter,PrimeTime,P-City,Female,1
289,10920,10,2,0,32,5,32586.952666451936,65173.90533290387,30s,High-Price,2020-01-21 20:03:00,Tuesday,20:03:00,2020,Winter,PrimeTime,S-City,Female,1
223,10637,10,2,0,82,5,25126.474090074124,50252.94818014825,60s+,High-Price,2020-01-21 21:41:00,Tuesday,21:41:00,2020,Winter,PrimeTime,S-City,Female,1
58,10331,10,2,0,19,1,32897.59784285574,65795.19568571149,10s,High-Price,2020-01-22 22:56:00,Wednesday,22:56:00,2020,Winter,PrimeTime,Y-City,Female,1
284,10551,10,2,0,26,5,30022.37895503087,60044.75791006174,20s,High-Price,2020-01-22 22:56:00,Wednesday,22:56:00,2020,Winter,PrimeTime,S-City,Female,1
126,10038,10,1,0,26,6,30488.131820094484,30488.131820094484,20s,High-Price,2020-01-23 08:40:00,Thursday,08:40:00,2020,Winter,DayTime,I-City,Female,1
185,10941,10,2,0,22,7,34387.821574541456,68775.64314908291,20s,High-Price,2020-01-23 17:53:00,Thursday,17:53:00,2020,Winter,DayTime,T-City,Female,1
113,10922,10,2,0,20,5,27660.73761910428,55321.47523820856,10s,High-Price,2020-01-23 20:00:00,Thursday,20:00:00,2020,Winter,PrimeTime,S-City,Female,1
288,10940,10,2,0,29,5,22954.68742741125,45909.3748548225,20s,High-Price,2020-01-23 20:34:00,Thursday,20:34:00,2020,Winter,PrimeTime,S-City,Female,1
371,10681,30,1,0,14,6,33501.47251725935,33501.47251725935,10s,Low-Price,2020-01-23 21:07:00,Thursday,21:07:00,2020,Winter,PrimeTime,I-City,Female,1
141,10426,10,1,0,29,7,29050.073454836176,29050.073454836176,20s,High-Price,2020-01-23 23:19:00,Thursday,23:19:00,2020,Winter,PrimeTime,T-City,Female,1
85,10556,10,2,0,25,8,35534.84369674268,71069.68739348536,20s,High-Price,2020-01-24 13:46:00,Friday,13:46:00,2020,Winter,DayTime,B-City,Female,1
19,10176,10,2,0,27,5,26039.509256368638,52079.018512737275,20s,High-Price,2020-01-24 18:45:00,Friday,18:45:00,2020,Winter,DayTime,S-City,Female,1
12,10231,10,1,0,44,4,33983.149587398984,33983.149587398984,40s,High-Price,2020-01-24 20:03:00,Friday,20:03:00,2020,Winter,PrimeTime,K-State,Female,1
65,10478,10,2,1,22,4,31622.919550865063,63245.839101730126,20s,High-Price,2020-01-24 20:31:00,Friday,20:31:00,2020,Winter,PrimeTime,K-State,Male,1
45,10114,10,1,0,31,5,39196.867477257154,39196.867477257154,30s,High-Price,2020-01-24 21:06:00,Friday,21:06:00,2020,Winter,PrimeTime,S-City,Female,1
306,10449,10,2,0,51,6,30392.615375619127,60785.230751238254,50s,High-Price,2020-01-24 21:18:00,Friday,21:18:00,2020,Winter,PrimeTime,I-City,Female,1
118,10692,10,2,0,33,8,26858.170331186993,53716.34066237399,30s,High-Price,2020-01-24 22:05:00,Friday,22:05:00,2020,Winter,PrimeTime,B-City,Female,1
125,10342,10,1,0,26,5,29688.659868311563,29688.659868311563,20s,High-Price,2020-01-24 22:19:00,Friday,22:19:00,2020,Winter,PrimeTime,S-City,Female,1
11,10132,10,2,0,26,7,34307.962533532664,68615.92506706533,20s,High-Price,2020-01-24 23:25:00,Friday,23:25:00,2020,Winter,PrimeTime,T-City,Female,1
123,10809,10,1,0,28,6,26533.793046416904,26533.793046416904,20s,High-Price,2020-01-24 23:42:00,Friday,23:42:00,2020,Winter,PrimeTime,I-City,Female,1
246,10205,10,1,0,51,4,25980.170902124835,25980.170902124835,50s,High-Price,2020-01-25 21:07:00,Saturday,21:07:00,2020,Winter,PrimeTime,K-State,Female,1
131,10391,30,1,0,18,6,33878.8021084555,33878.8021084555,10s,Low-Price,2020-01-25 21:16:00,Saturday,21:16:00,2020,Winter,PrimeTime,I-City,Female,1
387,10551,10,1,0,26,5,31081.90644746188,31081.90644746188,20s,High-Price,2020-01-25 21:48:00,Saturday,21:48:00,2020,Winter,PrimeTime,S-City,Female,1
121,10213,20,1,1,29,5,32910.35716062165,32910.35716062165,20s,Medium-Price,2020-01-25 22:05:00,Saturday,22:05:00,2020,Winter,PrimeTime,S-City,Male,1
188,10675,10,1,0,23,10,32681.249269288455,32681.249269288455,20s,High-Price,2020-01-26 13:36:00,Sunday,13:36:00,2020,Winter,DayTime,G-City,Female,1
362,10178,10,1,0,24,8,30873.596860845355,30873.596860845355,20s,High-Price,2020-01-26 19:31:00,Sunday,19:31:00,2020,Winter,PrimeTime,B-City,Female,1
54,10018,10,2,0,28,6,28360.820298716833,56721.64059743367,20s,High-Price,2020-01-26 20:29:00,Sunday,20:29:00,2020,Winter,PrimeTime,I-City,Female,1
167,10854,10,2,0,34,5,19363.19524081637,38726.39048163274,30s,High-Price,2020-01-26 21:40:00,Sunday,21:40:00,2020,Winter,PrimeTime,S-City,Female,1
154,10352,30,1,0,19,6,32712.70848185085,32712.70848185085,10s,Low-Price,2020-01-26 22:04:00,Sunday,22:04:00,2020,Winter,PrimeTime,I-City,Female,1
388,10389,10,2,0,26,4,29607.732497964782,59215.464995929564,20s,High-Price,2020-01-26 22:08:00,Sunday,22:08:00,2020,Winter,PrimeTime,K-State,Female,1
88,10301,10,1,0,26,2,28479.61675994974,28479.61675994974,20s,High-Price,2020-01-26 23:00:00,Sunday,23:00:00,2020,Winter,PrimeTime,H-City,Female,1
377,10320,10,1,0,25,5,34895.18893315514,34895.18893315514,20s,High-Price,2020-01-26 23:33:00,Sunday,23:33:00,2020,Winter,PrimeTime,S-City,Female,1
137,10678,10,1,0,38,9,25186.04281334889,25186.04281334889,30s,High-Price,2020-01-27 20:19:00,Monday,20:19:00,2020,Winter,PrimeTime,D-City,Female,1
337,10191,10,1,0,29,5,36215.17390473864,36215.17390473864,20s,High-Price,2020-01-27 20:58:00,Monday,20:58:00,2020,Winter,PrimeTime,S-City,Female,1
364,10968,10,1,0,27,8,28039.803901167335,28039.803901167335,20s,High-Price,2020-01-27 20:58:00,Monday,20:58:00,2020,Winter,PrimeTime,B-City,Female,1
96,10103,10,1,0,24,9,34058.357774953176,34058.357774953176,20s,High-Price,2020-01-27 21:18:00,Monday,21:18:00,2020,Winter,PrimeTime,D-City,Female,1
142,10861,10,2,0,28,7,30836.415928697832,61672.831857395664,20s,High-Price,2020-01-27 21:37:00,Monday,21:37:00,2020,Winter,PrimeTime,T-City,Female,1
50,10690,10,1,0,30,6,30357.721610301127,30357.721610301127,20s,High-Price,2020-01-27 23:01:00,Monday,23:01:00,2020,Winter,PrimeTime,I-City,Female,1
212,10887,20,1,1,24,4,26654.67810255159,26654.67810255159,20s,Medium-Price,2020-01-28 00:22:00,Tuesday,00:22:00,2020,Winter,DayBreak,K-State,Male,1
59,10423,10,1,0,31,10,32754.49189059826,32754.49189059826,30s,High-Price,2020-01-28 12:08:00,Tuesday,12:08:00,2020,Winter,DayTime,G-City,Female,1
177,10055,10,2,0,55,6,33243.36969329709,66486.73938659418,50s,High-Price,2020-01-28 16:08:00,Tuesday,16:08:00,2020,Winter,DayTime,I-City,Female,1
330,10885,10,1,0,20,3,33701.35333106321,33701.35333106321,10s,High-Price,2020-01-28 21:03:00,Tuesday,21:03:00,2020,Winter,PrimeTime,P-City,Female,1
178,10624,20,2,1,22,6,30765.891130132797,61531.782260265594,20s,Medium-Price,2020-01-28 21:27:00,Tuesday,21:27:00,2020,Winter,PrimeTime,I-City,Male,1
320,10129,20,2,1,35,6,29890.735771381074,59781.47154276215,30s,Medium-Price,2020-01-28 21:32:00,Tuesday,21:32:00,2020,Winter,PrimeTime,I-City,Male,1
31,10070,10,1,0,38,6,35228.65812911899,35228.65812911899,30s,High-Price,2020-01-28 22:02:00,Tuesday,22:02:00,2020,Winter,PrimeTime,I-City,Female,1
287,10371,20,1,1,50,5,38955.3417198082,38955.3417198082,40s,Medium-Price,2020-01-28 23:02:00,Tuesday,23:02:00,2020,Winter,PrimeTime,S-City,Male,1
396,10744,30,2,0,19,5,30577.920156700126,61155.84031340025,10s,Low-Price,2020-01-29 20:57:00,Wednesday,20:57:00,2020,Winter,PrimeTime,S-City,Female,1
231,10644,30,2,0,11,5,28752.013829786934,57504.02765957387,10s,Low-Price,2020-01-29 21:54:00,Wednesday,21:54:00,2020,Winter,PrimeTime,S-City,Female,1
56,10472,20,1,1,27,4,36207.73133705494,36207.73133705494,20s,Medium-Price,2020-01-29 22:33:00,Wednesday,22:33:00,2020,Winter,PrimeTime,K-State,Male,1
202,10898,20,2,1,22,2,33442.175005868594,66884.35001173719,20s,Medium-Price,2020-01-31 20:16:00,Friday,20:16:00,2020,Winter,PrimeTime,H-City,Male,1
318,10428,10,1,0,23,5,36166.04127000117,36166.04127000117,20s,High-Price,2020-01-31 21:16:00,Friday,21:16:00,2020,Winter,PrimeTime,S-City,Female,1
244,10070,10,2,0,38,6,35173.92177018095,70347.8435403619,30s,High-Price,2020-01-31 21:27:00,Friday,21:27:00,2020,Winter,PrimeTime,I-City,Female,1
325,10199,10,1,0,46,8,31751.128166947976,31751.128166947976,40s,High-Price,2020-01-31 21:52:00,Friday,21:52:00,2020,Winter,PrimeTime,B-City,Female,1
102,10374,10,1,0,28,5,30197.668658120307,30197.668658120307,20s,High-Price,2020-01-31 23:27:00,Friday,23:27:00,2020,Winter,PrimeTime,S-City,Female,1
3,10577,20,2,1,32,1,26892.209385644965,53784.41877128993,30s,Medium-Price,2020-02-01 13:33:00,Saturday,13:33:00,2020,Winter,DayTime,Y-City,Male,2
225,10196,10,1,0,22,6,31253.020423787177,31253.020423787177,20s,High-Price,2020-02-01 22:04:00,Saturday,22:04:00,2020,Winter,PrimeTime,I-City,Female,2
374,10495,10,1,0,29,5,29728.59335639403,29728.59335639403,20s,High-Price,2020-02-01 22:51:00,Saturday,22:51:00,2020,Winter,PrimeTime,S-City,Female,2
162,10710,10,3,0,30,4,24627.93934408592,73883.81803225775,20s,High-Price,2020-02-02 18:03:00,Sunday,18:03:00,2020,Winter,DayTime,K-State,Female,2
333,10646,10,1,0,27,6,33969.004402672384,33969.004402672384,20s,High-Price,2020-02-03 22:01:00,Monday,22:01:00,2020,Winter,PrimeTime,I-City,Female,2
152,10955,10,1,0,31,5,31651.560039219603,31651.560039219603,30s,High-Price,2020-02-03 22:31:00,Monday,22:31:00,2020,Winter,PrimeTime,S-City,Female,2
108,10090,10,2,0,28,5,30314.27558612921,60628.55117225842,20s,High-Price,2020-02-03 23:07:00,Monday,23:07:00,2020,Winter,PrimeTime,S-City,Female,2
271,10823,20,2,1,20,5,35427.89794546691,70855.79589093382,10s,Medium-Price,2020-02-04 21:44:00,Tuesday,21:44:00,2020,Winter,PrimeTime,S-City,Male,2
100,10766,10,1,0,31,5,31383.10029119754,31383.10029119754,30s,High-Price,2020-02-04 22:00:00,Tuesday,22:00:00,2020,Winter,PrimeTime,S-City,Female,2
182,10584,10,1,0,27,6,26942.185779867425,26942.185779867425,20s,High-Price,2020-02-04 23:16:00,Tuesday,23:16:00,2020,Winter,PrimeTime,I-City,Female,2
40,10833,10,2,0,27,5,25782.85646056319,51565.71292112638,20s,High-Price,2020-02-04 23:34:00,Tuesday,23:34:00,2020,Winter,PrimeTime,S-City,Female,2
232,10108,20,1,1,22,6,33553.25752936475,33553.25752936475,20s,Medium-Price,2020-02-05 10:05:00,Wednesday,10:05:00,2020,Winter,DayTime,I-City,Male,2
264,10872,30,2,0,16,5,28503.200516887708,57006.401033775415,10s,Low-Price,2020-02-05 13:24:00,Wednesday,13:24:00,2020,Winter,DayTime,S-City,Female,2
