CustID,Year,Month,count,sum
10009,2020,4,1,36729.61897883849
10009,2020,7,1,76672.08499226779
10009,2020,10,1,36381.420516093254
10009,2020,11,1,61755.974119496124
10009,2021,1,2,101146.41013052361
10009,2021,2,1,67517.23125561868
10009,2021,3,1,26015.380319733187
10009,2021,4,2,52513.95711285803
10009,2021,6,1,60276.288742794226
10009,2021,7,1,66820.91207266995
10009,2021,11,2,84763.79483568977
10010,2020,8,1,34626.212781194874
10010,2020,9,1,36146.19375665212
10010,2020,10,1,47778.57242944519
10010,2020,12,1,29704.14019307825
10010,2021,2,1,33934.417552436185
10010,2021,3,2,102767.197321482
10010,2021,4,1,37977.357239485405
10010,2021,6,2,144022.097655977
10010,2021,9,1,39160.63190012725
10011,2020,5,2,89132.8715503408
10011,2020,9,1,55165.03767616581
10011,2020,11,1,33102.90174792811
10011,2021,1,1,57285.679721409186
10011,2021,2,1,38598.43007664029
10011,2021,3,2,121859.14857295415
10011,2021,7,1,33786.97987597306
10011,2021,8,1,37263.91718147276
10011,2021,9,2,56732.894063149506
10012,2020,5,1,35028.087332047835
10012,2020,11,1,28790.786087831177
10012,2021,2,1,64951.18575226846
10012,2021,3,2,83059.0766448253
10012,2021,8,2,84120.91154832306
10012,2021,10,1,55329.78877366725
10012,2021,12,2,69209.69240854612
10013,2020,8,1,59261.990748844546
10013,2020,10,1,75025.26605623415
10013,2020,12,1,63342.77132074233
10013,2021,2,1,72388.46642525698
10013,2021,4,2,61891.94268807121
10013,2021,8,1,50973.331156541026
10013,2021,11,1,55598.68918392366
10014,2020,3,1,29293.00798961686
10014,2020,9,1,69493.05144170282
10014,2020,10,1,61972.055745504586
10014,2020,11,1,29198.35736982354
10014,2020,12,2,119781.4122950744
10014,2021,1,2,54934.58857120677
10014,2021,3,1,28152.123782510967
10014,2021,7,1,62738.61568123245
10014,2021,8,3,114001.31393884064
10014,2021,11,1,25006.933102606094
10015,2020,6,1,34851.6609444417
10015,2020,12,1,43112.666849525536
10015,2021,5,1,41853.33519607775
10015,2021,6,2,134422.80091041067
10015,2021,8,2,115981.8520551546
10015,2021,9,1,49229.616392090524
10016,2020,2,1,76406.70546422679
10016,2020,8,1,29428.167364264067
10016,2021,2,1,25947.073658323825
10016,2021,5,1,53211.1038080742
10016,2021,6,1,50305.22104754577
10016,2021,8,1,40691.79949081792
10016,2021,12,2,61614.88581608617
10017,2020,6,1,28715.609205796292
10017,2020,8,1,33562.52144413543
10017,2021,1,1,49557.85098855088
10017,2021,5,1,42536.65142617481
10017,2021,7,1,35229.84852253992
10017,2021,10,1,41058.62670316603
10018,2020,1,1,58745.14325817181
10018,2020,4,1,29808.76393871147
10018,2021,1,1,41029.437061073004
10018,2021,2,1,34764.82784769074
10018,2021,3,1,70104.20022765
10018,2021,6,3,114119.89854403796
10018,2021,11,3,85687.88501489552
10019,2020,11,1,34764.116632435485
10019,2020,12,2,82826.19244972932
10019,2021,1,1,28902.234698333596
10019,2021,2,1,52681.711866843376
10019,2021,10,1,41269.451262314404
10019,2021,11,3,141586.3549815009
10019,2021,12,2,102506.3791471973
10020,2020,6,1,28434.09933848355
10020,2020,7,1,71907.70477114717
10020,2020,10,1,34255.15776547663
10020,2020,12,1,49094.97823455667
10020,2021,2,1,25111.14519630715
10020,2021,4,1,46460.10749919394
10020,2021,5,1,35283.204924705
10020,2021,6,2,116852.69944535276
10020,2021,11,1,67804.80721648951
10021,2020,10,1,47363.55207103882
10021,2021,2,1,34062.1160727706
10021,2021,3,2,72625.3030221173
10021,2021,8,1,37370.7525739268
10021,2021,9,3,123011.61224067095
10022,2020,4,1,26532.38995018328
10022,2021,2,2,98279.86543670812
10022,2021,3,2,109861.0526665288
10022,2021,4,1,29323.846533698394
10022,2021,5,1,45629.00926250692
10022,2021,8,1,67129.3242556755
10022,2021,9,2,106333.78557391846
10022,2021,11,1,36644.128706679425
10022,2021,12,1,55757.87151926078
10023,2020,7,1,30952.7361702071
10023,2020,8,1,25911.35048526343
10023,2020,9,1,43129.137178188605
10023,2020,10,1,57500.53354993638
10023,2021,3,1,32714.96951676847
10023,2021,7,1,63990.085962909085
10023,2021,11,1,33108.3659298214
10024,2020,7,5,225828.13288176095
10024,2020,11,1,34925.82732377348
10024,2021,3,1,38226.437762637026
10024,2021,4,1,49596.08978255405
10024,2021,5,1,41470.77738729406
10024,2021,8,1,31002.194532399702
10024,2021,10,1,58858.75110220966
10024,2021,11,2,117868.99458986559
10024,2021,12,2,81533.69156182579
10025,2020,4,1,58241.19792060111
10025,2020,7,1,32703.86048297514
10025,2020,9,1,37980.583206841126
10025,2020,10,1,37546.69135446238
10025,2020,12,1,36042.243492136244
10025,2021,1,2,94055.44908707729
10025,2021,2,1,33885.286663520616
10025,2021,3,1,41954.26212972373
10025,2021,4,1,31262.221696854685
10025,2021,6,2,150665.16612417082
10025,2021,8,1,40132.68325444403
10025,2021,11,1,27749.880770020016
10025,2021,12,1,59350.58510590195
10026,2020,7,1,30317.487759989366
10026,2020,8,1,50829.061804977275
10026,2020,9,1,36585.71658836966
10026,2021,5,1,64783.076463904225
10026,2021,9,2,75303.30743367663
10026,2021,10,2,90138.78156981492
10026,2021,11,1,55861.99773201466
10026,2021,12,1,26512.580629451186
10027,2020,7,1,42231.180453756235
10027,2020,9,2,76602.43059756709
10027,2020,10,1,26079.20022562579
10027,2020,11,2,78059.19591515517
10027,2020,12,1,17735.007906141596
10027,2021,3,1,44655.06497087196
10027,2021,4,1,43021.37319551624
10027,2021,7,3,115309.75898192954
10027,2021,11,2,108298.81063687481
10027,2021,12,1,46122.76640678021
10028,2020,3,1,46884.56882772191
10028,2020,11,1,21797.27692482868
10028,2021,1,1,59943.632926696744
10028,2021,2,1,63215.30245626805
10028,2021,9,1,75639.67604042254
10028,2021,10,1,37613.72187891176
10028,2021,12,1,31668.656689249798
10029,2020,5,1,63275.069579801086
10029,2020,7,1,52321.12592313725
10029,2020,12,1,55060.54327935033
10029,2021,6,1,41665.61972023018
10029,2021,8,2,75700.39871153019
10029,2021,9,2,137341.0997824946
10029,2021,11,1,48955.50736938631
10029,2021,12,1,72215.05439593592
10030,2021,1,1,58184.62070866187
10030,2021,2,1,55462.12926889913
10030,2021,5,2,80167.18867972525
10030,2021,6,1,24554.151259360093
10030,2021,10,2,99613.34933503863
10030,2021,12,1,58376.7413554713
10031,2020,7,1,33987.25551485871
10031,2020,8,1,52329.028181650974
10031,2020,9,1,33758.95350940136
10031,2020,12,1,30776.624589987783
10031,2021,1,1,34688.32774258251
10031,2021,5,1,50931.30118007857
10031,2021,6,1,33369.628185750356
10031,2021,10,1,71561.90465005969
10031,2021,11,1,55573.889948653625
10032,2020,7,1,52881.56414967848
10032,2020,10,1,56813.04590334546
10032,2021,5,1,36403.542217069655
10032,2021,6,2,96188.48447292065
10032,2021,10,1,56235.81655633243
10032,2021,11,1,60204.47186468859
10032,2021,12,1,66172.16256665834
10033,2020,4,1,31493.80369294568
10033,2020,7,1,29731.311078078226
10033,2020,8,2,109201.30220076615
10033,2020,11,1,61062.135609962956
10033,2021,1,2,65019.943136132904
10033,2021,2,2,86549.7569927664
10033,2021,5,1,66953.80274587843
10033,2021,6,1,59124.39624953556
10033,2021,10,3,106453.46127183572
10034,2020,7,1,33380.173815956645
10034,2020,10,1,63027.68237959462
10034,2020,11,1,29400.15113385442
10034,2020,12,1,59246.75398875874
10034,2021,3,1,44794.35212632274
10034,2021,12,1,26344.843159137068
10035,2020,7,1,37258.34560065469
10035,2020,8,2,116427.03906536943
10035,2020,9,1,53671.71827831816
10035,2020,10,1,31407.914591650995
10035,2020,12,1,60383.95071392775
10035,2021,1,1,59460.769796926885
10035,2021,2,2,91614.53117182013
10035,2021,5,1,24100.250055373275
10035,2021,9,1,43961.554589299965
10035,2021,11,2,64784.71966087034
10036,2020,2,1,70678.25858250319
10036,2020,5,1,66051.74436497313
10036,2020,8,1,26806.1888456076
10036,2020,9,1,31115.4998864983
10036,2020,11,1,27601.031558098322
10036,2020,12,1,36020.98778881994
10036,2021,2,1,53506.66287258026
10036,2021,4,1,28582.459917773267
10036,2021,6,1,42081.1409563607
10036,2021,7,1,65853.61656592548
10036,2021,11,1,66501.91871133033
10037,2020,1,1,27366.165212934073
10037,2020,6,1,40761.759809668
10037,2020,7,1,31037.885043807437
10037,2020,9,1,29482.44018829888
10037,2020,12,1,27544.025804912046
10037,2021,1,1,29479.443002837415
10037,2021,2,1,59868.58042194105
10037,2021,6,1,27071.74863647536
10037,2021,9,1,66325.07918209815
10037,2021,12,1,35268.0438400528
10038,2020,1,1,31440.39250791335
10038,2020,7,2,109615.40483566353
10038,2020,8,1,23696.762160324583
10038,2021,1,1,50202.940015314256
10038,2021,5,1,53098.41794307244
10038,2021,6,1,32289.59664215758
10038,2021,12,1,61012.57238213867
10039,2020,6,1,57784.30163528298
10039,2020,7,1,59040.33740548973
10039,2020,8,1,66320.80385480398
10039,2020,11,2,116289.42702069107
10039,2020,12,1,33169.72014543865
10039,2021,1,1,58641.25259875189
10039,2021,11,1,34723.21729277955
10039,2021,12,2,62179.59537385934
10040,2020,7,1,29916.813753544382
10040,2020,8,1,34294.64596233428
10040,2021,2,1,40260.1773474511
10040,2021,9,1,24472.57098217287
10040,2021,12,1,35345.47655682851
10041,2020,7,2,94696.25117646198
10041,2020,9,1,71686.13520363026
10041,2021,5,1,38616.331916520605
10041,2021,7,1,50274.75548507061
10041,2021,8,1,37064.727112363194
10041,2021,9,1,32596.488429283818
10041,2021,11,1,48311.08953732526
10042,2020,7,1,49051.72331803356
10042,2020,10,4,212802.3269546167
10042,2020,12,1,24147.366457906668
10042,2021,3,2,126012.71087999179
10042,2021,4,1,61004.69996315344
10042,2021,5,2,101612.04124020218
10042,2021,7,1,69399.56457930527
10042,2021,8,1,32542.584903020455
10042,2021,12,1,30740.245118034334
10043,2021,4,1,34952.78396409199
10043,2021,9,3,108820.53568561842
10043,2021,10,1,26067.97145814382
10043,2021,11,1,53388.190504675345
10044,2020,10,2,87003.72496750075
10044,2021,9,1,30887.17640109627
10044,2021,10,1,27413.68375953532
10044,2021,11,3,126192.39786228606
10044,2021,12,1,33067.43303693612
10045,2020,8,1,55108.94090835986
10045,2020,11,1,25519.56327904863
10045,2020,12,1,57055.05448627193
10045,2021,2,1,72606.17826468933
10045,2021,7,1,62368.62320267953
10045,2021,8,1,67891.7215332379
10045,2021,9,1,69912.83712341585
10045,2021,11,1,59686.526647583145
10046,2020,11,2,73241.3611163076
10046,2020,12,2,120006.17598105822
10046,2021,1,1,54186.20257538356
10046,2021,5,1,29771.17966126051
10046,2021,8,1,27039.37048025946
10046,2021,10,2,77105.07857342804
10046,2021,11,2,130632.66433985048
10047,2020,2,1,28981.29858705106
10047,2020,5,1,46105.094200704145
10047,2020,9,1,46914.77538619246
10047,2020,10,1,36295.27558448328
10047,2020,12,1,32372.58018769108
10047,2021,5,1,46446.77195267873
10047,2021,12,1,32409.612320406686
10048,2020,2,1,71234.63605002903
10048,2020,6,1,31278.95232251696
10048,2021,1,1,28491.18720752155
10048,2021,2,3,138188.564097679
10048,2021,5,1,50795.16245269857
10048,2021,7,2,118576.97626317843
10048,2021,8,1,34558.96195384511
10048,2021,9,2,72205.06209242842
10048,2021,10,3,167484.76526330772
10048,2021,11,1,35708.1593333013
10048,2021,12,1,28534.990671589407
10049,2020,11,2,134600.3193617262
10049,2021,3,1,38168.779812464
10049,2021,9,1,31505.728568666687
10049,2021,10,1,26080.858422938334
10049,2021,12,1,44917.551410825734
10050,2020,8,1,34619.86014288968
10050,2020,9,1,30839.81104159458
10050,2020,11,1,26494.037845660085
10050,2021,2,1,25023.520719077766
10050,2021,3,1,67273.28563253554
10050,2021,8,1,58548.94878600875
10050,2021,9,1,22032.014833713
10050,2021,10,1,45413.71653334494
10050,2021,11,3,131286.77327002372
10050,2021,12,1,52929.399610624096
10051,2020,1,1,29305.193960514734
10051,2020,3,2,62897.53228835495
10051,2020,7,1,32402.82229986817
10051,2020,9,1,53771.84056471096
10051,2020,11,1,32405.059856094056
10051,2020,12,2,80884.43270798038
10051,2021,4,1,29972.393609412324
10051,2021,9,1,55617.60374883076
10051,2021,10,1,49933.10969368045
10051,2021,12,1,58965.0097636046
10052,2020,9,1,35986.551576505335
10052,2020,10,1,32182.58755441512
10052,2020,11,1,54225.41870184944
10052,2020,12,1,71068.71858933877
10052,2021,3,2,56928.89281219344
10052,2021,4,1,49869.96233903556
10052,2021,6,1,53008.62264076421
10052,2021,7,1,57748.735463880636
10052,2021,10,1,46813.489490143395
10052,2021,11,1,45257.36334167459
10052,2021,12,1,33298.95116861904
10053,2020,9,2,77030.40661380824
10053,2020,11,1,71099.8944364468
10053,2021,1,1,57912.87874776164
10053,2021,3,1,71473.6148748289
10053,2021,7,1,32436.483611379022
10053,2021,9,1,53430.82953597172
10053,2021,10,1,56342.270514245676
10054,2020,7,1,42036.49175019254
10054,2020,8,2,120790.60770183052
10054,2020,10,1,34701.79850095183
10054,2020,12,1,30354.940047481712
10054,2021,3,1,59227.13037090589
10054,2021,4,2,68029.32999892544
10054,2021,7,1,54476.02949313384
10054,2021,10,1,50970.52381563437
10054,2021,11,1,32235.52329220385
10055,2020,1,1,58857.06103311122
10055,2020,5,1,27150.435607500207
10055,2020,7,1,60276.4210413454
10055,2020,10,1,30063.4154667192
10055,2021,1,1,30427.670706925277
10055,2021,2,1,63142.28310452966
10055,2021,4,3,151330.50410050392
10055,2021,6,1,50490.92594745782
10055,2021,10,2,82179.48209519227
10055,2021,11,1,31985.92652336704
10056,2021,1,1,26219.88211656646
10056,2021,7,1,29843.9459152961
10056,2021,11,2,123898.39817356327
10056,2021,12,2,62969.496577956816
10057,2020,1,1,44249.150478704316
10057,2020,11,1,31107.562251375173
10057,2021,1,1,62233.135658564526
10057,2021,4,1,32141.972132065162
10057,2021,5,2,61150.226922661444
10057,2021,7,1,50642.30039951302
10057,2021,12,1,58568.7234632595
10058,2020,2,1,41061.11515668443
10058,2020,7,1,53757.31125510864
10058,2020,10,1,31797.91566721655
10058,2020,11,2,79069.33099449493
10058,2020,12,1,57747.03776803069
10058,2021,3,1,58469.22527802491
10058,2021,4,1,49266.178232421684
10058,2021,6,2,69280.52308028503
10058,2021,7,1,57766.83143506621
10058,2021,8,1,29299.3550820242
10058,2021,10,2,87369.94859746861
10059,2020,4,1,66845.43939249535
10059,2020,7,2,84588.48856868045
10059,2020,9,1,38281.92274475169
10059,2020,10,2,108661.58181242833
10059,2021,5,1,40286.7865006639
10059,2021,10,1,22418.86973557789
10059,2021,11,1,29672.34761280924
10060,2020,10,1,31506.93977761104
10060,2020,12,1,27536.769803519426
10060,2021,9,1,34866.741174533025
10060,2021,12,1,52351.223535763354
10061,2020,8,1,29408.545066402676
10061,2020,10,2,118912.56311517296
10061,2020,11,2,78880.25214811601
10061,2021,2,1,32685.012907438275
10061,2021,4,2,124255.65057504931
10061,2021,6,1,53872.81106122197
10061,2021,9,1,30421.438775194554
10061,2021,12,1,64656.9463453371
10062,2020,6,1,57992.93929503884
10062,2020,11,1,56884.30087975829
10062,2020,12,1,66095.07472952336
10062,2021,3,2,90242.46220469748
10062,2021,11,1,35248.68138423719
10063,2020,8,1,56754.81598450971
10063,2020,9,1,32352.05809488411
10063,2020,11,1,31646.930169355765
10063,2021,1,1,49988.57474395652
10063,2021,3,2,73894.89599860489
10063,2021,4,1,60028.00484421986
10063,2021,7,1,39639.47029381038
10063,2021,8,1,24031.965506988563
10063,2021,9,1,52528.75973889345
10063,2021,12,1,37978.03138555901
10064,2020,2,1,21729.098230386968
10064,2020,10,1,30162.40905925379
10064,2021,7,1,31467.557713337304
10064,2021,11,1,34792.35067169501
10064,2021,12,1,34387.05667420108
10065,2020,3,1,51628.175132686
10065,2020,4,1,62876.410337067486
10065,2020,9,2,87685.92709080142
10065,2020,11,1,63493.46369795197
10065,2021,3,1,35717.48336131223
10065,2021,6,1,61718.59071702355
10065,2021,8,2,59692.33476239811
10065,2021,9,1,35678.78207814343
10065,2021,10,1,32165.226482803027
10065,2021,11,3,89587.69170063216
10065,2021,12,1,29479.96150016276
10066,2020,7,1,23969.50273484907
10066,2020,8,1,60247.38894846669
10066,2020,11,1,33528.8553689548
10066,2021,4,1,33118.67496700045
10066,2021,6,1,27365.020454850797
10066,2021,8,1,37687.61137757946
10066,2021,10,1,32636.45403502242
10066,2021,12,1,40296.73125343764
10067,2020,4,1,35260.369465368494
10067,2020,6,1,55700.46857793084
10067,2020,9,1,57312.2828614814
10067,2021,1,1,49844.86462769984
10067,2021,3,2,103165.8789116366
10067,2021,4,1,45143.45163409249
10067,2021,7,1,24525.200963322895
10067,2021,8,2,75293.14926458882
10067,2021,12,1,37171.50924707667
10068,2020,7,1,47247.01867926341
10068,2020,10,1,29127.118498703956
10068,2021,1,2,46193.294393657736
10068,2021,4,1,58386.44359459802
10068,2021,5,1,53159.449388242894
10068,2021,6,1,31422.23613956873
10069,2020,3,1,35048.28174545554
10069,2020,6,1,33802.44009103351
10069,2020,8,2,112393.60793463282
10069,2020,11,1,24585.56762382842
10069,2020,12,1,54593.074510155595
10069,2021,1,2,85360.13477511026
10069,2021,3,1,77347.10146264275
10069,2021,6,1,31999.127839886754
10069,2021,8,1,47250.43272342756
10069,2021,9,2,101553.81945615739
10069,2021,10,1,42016.44520871679
10069,2021,11,1,51527.638619429425
10069,2021,12,1,30313.87398018597
10070,2020,1,2,98734.1974389285
10070,2020,6,1,61263.47667629403
10070,2020,7,1,36964.33154793595
10070,2020,12,1,26396.83164590087
10070,2021,1,2,123860.44886872574
10070,2021,2,2,102574.01095550996
10070,2021,3,1,27192.19858458773
10070,2021,4,1,32417.997613814194
10070,2021,7,1,76553.72521393199
10070,2021,9,1,62462.92718718263
10070,2021,11,2,59229.160891622974
10071,2020,7,3,176749.2036779108
10071,2021,1,1,37593.67312285782
10071,2021,2,1,33651.852849334704
10071,2021,4,1,34051.00974551582
10072,2020,1,1,79562.67056033728
10072,2020,9,1,32955.280095987386
10072,2020,12,1,33003.24078858097
10072,2021,2,2,86339.01486293107
10072,2021,3,1,40104.32908216752
10072,2021,10,1,54387.11423497314
10073,2020,3,1,48300.275673883356
10073,2021,1,1,30917.660049757025
10073,2021,3,1,53732.50979081553
10073,2021,7,1,44589.647339955
10073,2021,8,1,37369.69926783813
10074,2020,2,1,41581.25059471835
10074,2020,5,1,28040.7001234844
10074,2020,7,1,38622.44426031472
10074,2020,9,1,34518.70922974
10074,2020,12,1,65607.34348574597
10074,2021,6,1,44572.43854526561
10074,2021,7,2,137452.56680966594
10074,2021,9,1,26408.621208681638
10074,2021,10,1,54351.76306067261
10075,2020,2,1,32541.348120878152
10075,2020,11,1,33467.773069055285
10075,2021,1,2,113006.22237009896
10075,2021,3,2,54736.28733175726
10075,2021,6,1,38677.88733976835
10075,2021,7,1,57446.77538083981
10075,2021,11,2,80691.14484689748
10076,2020,3,2,83751.5121949259
10076,2020,11,2,82632.77062330763
10076,2021,1,1,53060.355906006
10076,2021,7,1,33778.832358125466
10076,2021,9,1,32789.38908737819
10077,2020,9,1,31374.770833252358
10077,2020,10,1,59626.0233391389
10077,2021,2,2,61797.45901212114
10077,2021,4,1,64617.08461664802
10077,2021,5,1,53595.9110815812
10077,2021,8,1,27511.42663629009
10077,2021,10,1,27098.336880492312
10077,2021,11,2,104598.76486841876
10078,2020,3,1,24408.038269975725
10078,2020,5,1,59629.8432165629
10078,2020,7,1,70305.7843894843
10078,2020,8,1,55887.1416739946
10078,2020,10,1,33242.972073495825
10078,2020,12,1,27311.487208147773
10078,2021,3,1,32791.5249226999
10078,2021,4,1,63769.69412324493
10078,2021,7,1,34835.301518664026
10078,2021,10,1,66044.49817958467
10078,2021,12,1,51245.52578199443
10079,2020,9,1,29341.49019477832
10079,2020,11,1,58958.95182499531
10079,2020,12,1,58289.38040609946
10079,2021,3,1,52333.281335156484
10079,2021,4,1,54315.54553849769
10079,2021,7,2,100546.10177386005
10079,2021,8,1,40627.255070471576
10079,2021,11,1,55687.45065247883
10080,2020,1,1,40328.814023554965
10080,2020,3,1,50645.5522513103
10080,2020,8,1,73729.2620266234
10080,2020,10,1,35669.69923922004
10080,2021,3,1,66686.76506942905
10080,2021,4,1,28401.22669916829
10080,2021,6,2,86274.9165546479
10080,2021,7,1,51693.7390652308
10080,2021,8,2,97738.08012459226
10080,2021,10,1,52252.08453474153
10081,2020,7,2,63221.614802638665
10081,2021,3,1,29210.973989459664
10081,2021,4,1,62452.2014259714
10081,2021,5,1,63874.48122905382
10081,2021,6,1,41097.611374689324
10081,2021,7,2,66678.12833302292
10081,2021,11,1,24831.15867771864
10082,2020,9,1,50729.31826938565
10082,2020,10,1,47158.05077975013
10082,2020,12,1,37814.043412160245
10082,2021,1,1,60074.314142944706
10082,2021,2,1,25929.553443598837
10082,2021,5,2,80438.04341559784
10082,2021,7,1,54565.693385957
10082,2021,8,1,35610.164602988014
10082,2021,9,1,47154.03186369567
10082,2021,10,1,61888.850402619035
10082,2021,12,2,104444.94379857686
10083,2020,3,1,56234.19025405188
10083,2020,9,1,52131.16999288052
10083,2021,2,1,73898.74478441352
10083,2021,3,1,58778.4943148194
10083,2021,7,1,37461.92020097311
10083,2021,9,1,57468.37127942719
10084,2020,8,1,51623.249438820836
10084,2020,9,2,115775.3547024287
10084,2020,10,1,31573.617269180795
10084,2020,12,1,63800.17495060018
10084,2021,1,1,55369.359965787626
10084,2021,5,1,27786.94743889969
10084,2021,6,1,22747.69633228713
10084,2021,10,1,61681.367817577186
10084,2021,11,1,33191.13896533509
10084,2021,12,1,24783.056882050703
10085,2020,11,2,85248.82128609848
10085,2020,12,1,65397.419142452694
10085,2021,1,1,46165.13448839783
10085,2021,2,1,30348.140813894723
10085,2021,3,2,69732.69449137582
10085,2021,5,1,23463.313993606018
10085,2021,6,1,40717.631485595375
10085,2021,8,1,28852.55112311221
10085,2021,10,1,29639.74368525449
10085,2021,11,3,123099.33866508896
10086,2020,9,1,40214.90252269527
10086,2020,10,2,95923.4824373298
10086,2020,12,1,35797.78582818953
10086,2021,4,1,56025.60372948461
10086,2021,5,1,35141.583531270306
10086,2021,11,1,57954.3253140816
10086,2021,12,1,28844.90266745233
10087,2020,6,1,39426.574617776365
10087,2020,7,1,24508.23690716802
10087,2020,8,1,62181.089662091596
10087,2020,9,2,79564.74571389801
10087,2020,12,2,68078.96567760577
10087,2021,5,1,29562.666896279243
10087,2021,9,1,48665.450593902235
10087,2021,11,1,31995.365985998895
10087,2021,12,1,30820.815466112766
10088,2020,7,1,74705.34963955404
10088,2020,10,1,36057.108107784705
10088,2020,12,1,34726.71863955305
10088,2021,1,2,84033.52366861288
10088,2021,2,2,73269.80508274071
10088,2021,6,1,51152.64366676331
10088,2021,7,2,88637.46262143008
10088,2021,8,2,84311.17843741507
10088,2021,9,1,32322.90171412083
10088,2021,12,1,36042.22876663518
10089,2020,7,1,58208.5925052245
10089,2020,8,2,100169.96776312462
10089,2020,12,1,46914.15651519027
10089,2021,2,1,70061.3560576292
10089,2021,3,2,60144.590132943384
10089,2021,4,1,30268.501767256443
10089,2021,7,2,91269.30022187298
10089,2021,8,1,33598.288108559165
10089,2021,9,1,33168.566188712764
10089,2021,10,1,41409.824325216214
10089,2021,12,1,26072.22407457225
10090,2020,2,1,32832.060905472696
10090,2020,3,1,54893.737718731274
10090,2020,5,1,25300.70796960452
10090,2020,9,1,74744.68333693067
10090,2021,3,1,50008.78305052161
10090,2021,5,2,95690.02547305988
10090,2021,7,1,45981.303182519245
10090,2021,8,1,64873.78763099214
10090,2021,11,1,24937.130676118977
10091,2020,10,1,37064.62469993083
10091,2020,11,1,32666.423542290995
10091,2021,1,1,25249.976942698275
10091,2021,6,2,139114.29138214307
10091,2021,7,1,61447.614667268885
10091,2021,8,1,58287.908488588815
10091,2021,9,1,39225.88368225092
10092,2020,7,1,57206.04605662085
10092,2020,8,1,26651.870571546253
10092,2020,10,1,63664.0935200521
10092,2020,11,1,50225.46571391663
10092,2020,12,1,45407.10881488396
10092,2021,2,1,32082.9875321885
10092,2021,3,1,40534.23842240698
10092,2021,4,1,22920.823768995208
10092,2021,12,1,70637.70680788656
10093,2020,6,1,29499.43313615473
10093,2020,9,1,33981.318088139335
10093,2020,12,1,35876.21484738123
10093,2021,3,1,31195.590404458122
10093,2021,5,2,96827.22590005159
10093,2021,9,1,34176.110532639264
10093,2021,10,2,99636.0959439705
10093,2021,11,1,57166.988769664655
10093,2021,12,1,44713.0045908062
10094,2020,8,1,50583.06024054501
10094,2020,10,1,60913.40118488306
10094,2020,12,1,31311.25878149371
10094,2021,2,1,53211.87328973859
10094,2021,4,1,33006.33537810368
10094,2021,6,2,95488.5998993945
10094,2021,8,1,34755.77734729702
10094,2021,10,1,29262.41878711977
10094,2021,11,1,73417.83593243109
10094,2021,12,1,47113.532246340226
10095,2020,7,1,30945.238919794367
10095,2020,11,2,76231.10522341952
10095,2020,12,1,36996.3201896437
10095,2021,6,1,40053.89387299589
10095,2021,8,1,69018.41148849609
10095,2021,10,1,68359.56352421809
10095,2021,11,1,26178.25739454886
10095,2021,12,1,59765.65080193374
10096,2020,10,3,165254.02294715564
10096,2021,3,1,36456.60874625757
10096,2021,5,1,44884.51424999981
10096,2021,11,1,35570.08298970271
10097,2020,4,1,49468.4967271363
10097,2020,11,2,80722.24708276906
10097,2020,12,3,163117.76492886874
10097,2021,1,2,105447.86388688211
10097,2021,2,1,28260.627625288744
10097,2021,5,1,31745.022074125907
10097,2021,6,1,31728.632992734616
10097,2021,11,1,48906.010399431354
