OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup,RegionName,Gender2,Month
19,10176,10,1,0,27,5,24959.426191966733,24959.426191966733,20s,High-Price,2020-01-24 18:45:00,Friday,18:45:00,2020,Winter,DayTime,S-City,Female,1
20,10512,10,1,0,23,5,28666.376098328026,28666.376098328026,20s,High-Price,2020-03-03 23:04:00,Tuesday,23:04:00,2020,Spring,PrimeTime,S-City,Female,3
21,10693,20,2,1,40,7,31657.789675886615,63315.57935177323,30s,Medium-Price,2020-02-26 13:08:00,Wednesday,13:08:00,2020,Winter,DayTime,T-City,Male,2
22,10571,10,1,0,26,6,22877.250078028854,22877.250078028854,20s,High-Price,2020-02-15 23:53:00,Saturday,23:53:00,2020,Winter,PrimeTime,I-City,Female,2
23,10111,20,1,1,55,1,39216.493383145855,39216.493383145855,50s,Medium-Price,2020-01-04 23:12:00,Saturday,23:12:00,2020,Winter,PrimeTime,Y-City,Male,1
24,10595,10,1,0,23,5,32764.042547483037,32764.042547483037,20s,High-Price,2020-03-18 21:43:00,Wednesday,21:43:00,2020,Spring,PrimeTime,S-City,Female,3
25,10255,10,2,0,23,4,29445.819519530643,58891.63903906129,20s,High-Price,2020-02-05 22:41:00,Wednesday,22:41:00,2020,Winter,PrimeTime,K-State,Female,2
26,10593,10,1,0,37,9,22809.347333444053,22809.347333444053,30s,High-Price,2020-03-23 22:49:00,Monday,22:49:00,2020,Spring,PrimeTime,D-City,Female,3
27,10314,10,2,0,24,6,31260.465950377755,62520.93190075551,20s,High-Price,2020-03-24 23:03:00,Tuesday,23:03:00,2020,Spring,PrimeTime,I-City,Female,3
28,10684,10,1,0,20,6,29601.97881063108,29601.97881063108,10s,High-Price,2020-03-10 21:10:00,Tuesday,21:10:00,2020,Spring,PrimeTime,I-City,Female,3
29,10290,10,2,0,32,6,23863.59685537286,47727.19371074572,30s,High-Price,2020-02-27 20:02:00,Thursday,20:02:00,2020,Winter,PrimeTime,I-City,Female,2
30,10491,10,1,0,26,5,27394.170561295155,27394.170561295155,20s,High-Price,2020-03-12 20:51:00,Thursday,20:51:00,2020,Spring,PrimeTime,S-City,Female,3
31,10070,10,1,0,38,6,40473.252602640336,40473.252602640336,30s,High-Price,2020-01-28 22:02:00,Tuesday,22:02:00,2020,Winter,PrimeTime,I-City,Female,1
32,10222,10,1,0,54,4,36721.37747655987,36721.37747655987,50s,High-Price,2020-03-26 21:19:00,Thursday,21:19:00,2020,Spring,PrimeTime,K-State,Female,3
33,10080,10,1,0,48,8,40328.814023554965,40328.814023554965,40s,High-Price,2020-01-17 22:24:00,Friday,22:24:00,2020,Winter,PrimeTime,B-City,Female,1
34,10090,10,2,0,28,5,27446.868859365637,54893.737718731274,20s,High-Price,2020-03-16 23:43:00,Monday,23:43:00,2020,Spring,PrimeTime,S-City,Female,3
35,10494,10,2,0,28,5,28985.919708999467,57971.839417998934,20s,High-Price,2020-03-19 20:40:00,Thursday,20:40:00,2020,Spring,PrimeTime,S-City,Female,3
36,10281,20,2,1,27,3,33509.26460128444,67018.52920256888,20s,Medium-Price,2020-01-02 21:13:00,Thursday,21:13:00,2020,Winter,PrimeTime,P-City,Male,1
37,10357,10,2,0,26,7,24996.882909280106,49993.76581856021,20s,High-Price,2020-01-12 20:20:00,Sunday,20:20:00,2020,Winter,PrimeTime,T-City,Female,1
38,10701,20,1,1,23,6,33830.53952377704,33830.53952377704,20s,Medium-Price,2020-03-28 20:24:00,Saturday,20:24:00,2020,Spring,PrimeTime,I-City,Male,3
39,10890,20,1,1,26,5,33496.494549317846,33496.494549317846,20s,Medium-Price,2020-03-02 15:23:00,Monday,15:23:00,2020,Spring,DayTime,S-City,Male,3
40,10833,10,1,0,27,5,25491.054850287554,25491.054850287554,20s,High-Price,2020-02-04 23:34:00,Tuesday,23:34:00,2020,Winter,PrimeTime,S-City,Female,2
41,10446,30,2,0,15,5,25899.67030176226,51799.34060352452,10s,Low-Price,2020-03-18 21:07:00,Wednesday,21:07:00,2020,Spring,PrimeTime,S-City,Female,3
42,10078,10,1,0,23,7,24408.038269975725,24408.038269975725,20s,High-Price,2020-03-22 13:20:00,Sunday,13:20:00,2020,Spring,DayTime,T-City,Female,3
43,10525,10,1,0,25,6,30132.92294342632,30132.92294342632,20s,High-Price,2020-02-26 23:28:00,Wednesday,23:28:00,2020,Winter,PrimeTime,I-City,Female,2
44,10711,10,2,0,23,5,28375.991006185424,56751.98201237085,20s,High-Price,2020-01-10 23:28:00,Friday,23:28:00,2020,Winter,PrimeTime,S-City,Female,1
45,10114,10,3,0,31,5,26394.072614924866,79182.2178447746,30s,High-Price,2020-01-24 21:06:00,Friday,21:06:00,2020,Winter,PrimeTime,S-City,Female,1
46,10562,10,2,0,41,6,37854.627966969,75709.255933938,40s,High-Price,2020-01-02 12:22:00,Thursday,12:22:00,2020,Winter,DayTime,I-City,Female,1
47,10132,10,1,0,26,7,35749.78010703489,35749.78010703489,20s,High-Price,2020-03-25 20:27:00,Wednesday,20:27:00,2020,Spring,PrimeTime,T-City,Female,3
48,10929,10,1,0,31,5,23575.40912984799,23575.40912984799,30s,High-Price,2020-03-10 13:35:00,Tuesday,13:35:00,2020,Spring,DayTime,S-City,Female,3
49,10116,20,1,1,17,5,30976.58290498788,30976.58290498788,10s,Medium-Price,2020-03-26 20:26:00,Thursday,20:26:00,2020,Spring,PrimeTime,S-City,Male,3
50,10690,10,2,0,30,6,32305.54878422116,64611.09756844232,20s,High-Price,2020-01-27 23:01:00,Monday,23:01:00,2020,Winter,PrimeTime,I-City,Female,1
51,10740,10,2,0,27,1,22688.220580559828,45376.441161119656,20s,High-Price,2020-01-01 23:47:00,Wednesday,23:47:00,2020,Winter,PrimeTime,Y-City,Female,1
52,10398,10,2,0,59,6,28048.227026814235,56096.45405362847,50s,High-Price,2020-03-05 21:54:00,Thursday,21:54:00,2020,Spring,PrimeTime,I-City,Female,3
53,10076,10,1,0,42,5,32347.485793684056,32347.485793684056,40s,High-Price,2020-03-28 20:47:00,Saturday,20:47:00,2020,Spring,PrimeTime,S-City,Female,3
54,10018,10,2,0,28,6,29372.571629085905,58745.14325817181,20s,High-Price,2020-01-26 20:29:00,Sunday,20:29:00,2020,Winter,PrimeTime,I-City,Female,1
55,10069,10,1,0,27,6,35048.28174545554,35048.28174545554,20s,High-Price,2020-03-28 22:36:00,Saturday,22:36:00,2020,Spring,PrimeTime,I-City,Female,3
56,10472,20,1,1,27,4,39775.34433434164,39775.34433434164,20s,Medium-Price,2020-01-29 22:33:00,Wednesday,22:33:00,2020,Winter,PrimeTime,K-State,Male,1
57,10304,10,2,0,27,6,28347.85324112658,56695.70648225316,20s,High-Price,2020-03-22 21:52:00,Sunday,21:52:00,2020,Spring,PrimeTime,I-City,Female,3
58,10331,10,1,0,19,1,32233.98006109719,32233.98006109719,10s,High-Price,2020-01-22 22:56:00,Wednesday,22:56:00,2020,Winter,PrimeTime,Y-City,Female,1
59,10423,10,1,0,31,10,38046.272983540664,38046.272983540664,30s,High-Price,2020-01-28 12:08:00,Tuesday,12:08:00,2020,Winter,DayTime,G-City,Female,1
60,10629,10,1,0,27,5,24343.827515832414,24343.827515832414,20s,High-Price,2020-02-06 22:03:00,Thursday,22:03:00,2020,Winter,PrimeTime,S-City,Female,2
61,10246,20,1,1,31,5,28983.60538251196,28983.60538251196,30s,Medium-Price,2020-01-17 21:47:00,Friday,21:47:00,2020,Winter,PrimeTime,S-City,Male,1
62,10871,10,2,0,36,8,23053.778085246984,46107.55617049397,30s,High-Price,2020-03-08 19:15:00,Sunday,19:15:00,2020,Spring,PrimeTime,B-City,Female,3
63,10433,20,1,1,35,3,31698.827186851515,31698.827186851515,30s,Medium-Price,2020-03-12 20:59:00,Thursday,20:59:00,2020,Spring,PrimeTime,P-City,Male,3
64,10549,10,1,0,36,5,33644.578830905535,33644.578830905535,30s,High-Price,2020-01-14 23:10:00,Tuesday,23:10:00,2020,Winter,PrimeTime,S-City,Female,1
65,10478,10,2,1,22,4,23060.06661458814,46120.13322917628,20s,High-Price,2020-01-24 20:31:00,Friday,20:31:00,2020,Winter,PrimeTime,K-State,Male,1
66,10794,10,1,0,24,7,31711.31174790554,31711.31174790554,20s,High-Price,2020-03-27 20:01:00,Friday,20:01:00,2020,Spring,PrimeTime,T-City,Female,3
67,10548,10,1,0,30,6,31017.63670677175,31017.63670677175,20s,High-Price,2020-02-16 21:37:00,Sunday,21:37:00,2020,Winter,PrimeTime,I-City,Female,2
68,10456,10,1,0,33,6,30532.139118442563,30532.139118442563,30s,High-Price,2020-02-21 21:57:00,Friday,21:57:00,2020,Winter,PrimeTime,I-City,Female,2
69,10961,10,2,0,33,6,31936.894474346038,63873.788948692076,30s,High-Price,2020-03-24 14:17:00,Tuesday,14:17:00,2020,Spring,DayTime,I-City,Female,3
70,10833,10,1,0,27,5,30789.208049341465,30789.208049341465,20s,High-Price,2020-01-09 21:42:00,Thursday,21:42:00,2020,Winter,PrimeTime,S-City,Female,1
71,10009,20,1,1,22,5,38004.9055915329,38004.9055915329,20s,Medium-Price,2020-02-15 20:49:00,Saturday,20:49:00,2020,Winter,PrimeTime,S-City,Male,2
72,10964,10,2,0,27,5,26103.82453185579,52207.64906371158,20s,High-Price,2020-02-16 20:18:00,Sunday,20:18:00,2020,Winter,PrimeTime,S-City,Female,2
73,10775,10,2,0,28,5,34694.91295994988,69389.82591989975,20s,High-Price,2020-02-27 23:11:00,Thursday,23:11:00,2020,Winter,PrimeTime,S-City,Female,2
74,10102,20,1,1,27,3,31271.702126554035,31271.702126554035,20s,Medium-Price,2020-03-02 20:22:00,Monday,20:22:00,2020,Spring,PrimeTime,P-City,Male,3
75,10392,10,1,0,61,5,22846.218364180364,22846.218364180364,60s+,High-Price,2020-02-20 16:44:00,Thursday,16:44:00,2020,Winter,DayTime,S-City,Female,2
76,10948,20,2,1,28,8,28561.419770249588,57122.839540499175,20s,Medium-Price,2020-02-11 15:17:00,Tuesday,15:17:00,2020,Winter,DayTime,B-City,Male,2
77,10462,20,2,1,51,7,30714.342210636623,61428.68442127325,50s,Medium-Price,2020-03-28 20:15:00,Saturday,20:15:00,2020,Spring,PrimeTime,T-City,Male,3
78,10083,10,2,0,84,5,28117.09512702594,56234.19025405188,60s+,High-Price,2020-03-29 20:35:00,Sunday,20:35:00,2020,Spring,PrimeTime,S-City,Female,3
79,10377,10,1,0,24,6,35544.19601027789,35544.19601027789,20s,High-Price,2020-01-02 23:33:00,Thursday,23:33:00,2020,Winter,PrimeTime,I-City,Female,1
80,10530,10,2,0,25,5,36230.3164451873,72460.6328903746,20s,High-Price,2020-03-16 22:06:00,Monday,22:06:00,2020,Spring,PrimeTime,S-City,Female,3
81,10772,10,2,0,35,5,31672.05189864496,63344.10379728992,30s,High-Price,2020-03-06 23:36:00,Friday,23:36:00,2020,Spring,PrimeTime,S-City,Female,3
82,10127,10,1,0,27,4,39500.05232947359,39500.05232947359,20s,High-Price,2020-02-22 23:40:00,Saturday,23:40:00,2020,Winter,PrimeTime,K-State,Female,2
83,10265,20,1,1,23,7,31239.49513394636,31239.49513394636,20s,Medium-Price,2020-02-24 22:43:00,Monday,22:43:00,2020,Winter,PrimeTime,T-City,Male,2
84,10048,10,2,1,29,7,35617.318025014516,71234.63605002903,20s,High-Price,2020-02-27 22:19:00,Thursday,22:19:00,2020,Winter,PrimeTime,T-City,Male,2
85,10556,10,1,0,25,8,30064.150434188727,30064.150434188727,20s,High-Price,2020-01-24 13:46:00,Friday,13:46:00,2020,Winter,DayTime,B-City,Female,1
86,10702,10,1,0,25,6,32746.59131539273,32746.59131539273,20s,High-Price,2020-03-27 00:36:00,Friday,00:36:00,2020,Spring,DayBreak,I-City,Female,3
87,10772,10,2,0,35,5,25809.357417126215,51618.71483425243,30s,High-Price,2020-01-07 09:12:00,Tuesday,09:12:00,2020,Winter,DayTime,S-City,Female,1
88,10301,10,1,0,26,2,35770.06683749455,35770.06683749455,20s,High-Price,2020-01-26 23:00:00,Sunday,23:00:00,2020,Winter,PrimeTime,H-City,Female,1
89,10076,10,2,0,42,5,25702.013200620924,51404.02640124185,40s,High-Price,2020-03-12 11:39:00,Thursday,11:39:00,2020,Spring,DayTime,S-City,Female,3
90,10306,10,1,1,25,6,30749.95728782523,30749.95728782523,20s,High-Price,2020-02-28 23:38:00,Friday,23:38:00,2020,Winter,PrimeTime,I-City,Male,2
91,10051,30,1,0,15,6,32490.523082839027,32490.523082839027,10s,Low-Price,2020-03-11 13:36:00,Wednesday,13:36:00,2020,Spring,DayTime,I-City,Female,3
92,10139,30,2,0,16,5,20810.91091426205,41621.8218285241,10s,Low-Price,2020-03-10 23:17:00,Tuesday,23:17:00,2020,Spring,PrimeTime,S-City,Female,3
93,10172,30,2,0,12,5,16955.546225835787,33911.092451671575,10s,Low-Price,2020-01-18 15:13:00,Saturday,15:13:00,2020,Winter,DayTime,S-City,Female,1
94,10720,20,1,1,26,5,30094.4554480999,30094.4554480999,20s,Medium-Price,2020-03-15 23:12:00,Sunday,23:12:00,2020,Spring,PrimeTime,S-City,Male,3
95,10988,20,1,1,29,6,32553.679632751297,32553.679632751297,20s,Medium-Price,2020-03-11 16:50:00,Wednesday,16:50:00,2020,Spring,DayTime,I-City,Male,3
96,10103,10,1,0,24,9,30638.40446411115,30638.40446411115,20s,High-Price,2020-01-27 21:18:00,Monday,21:18:00,2020,Winter,PrimeTime,D-City,Female,1
97,10575,20,1,1,33,6,30094.886596671513,30094.886596671513,30s,Medium-Price,2020-01-09 16:57:00,Thursday,16:57:00,2020,Winter,DayTime,I-City,Male,1
98,10484,10,2,0,51,5,28620.423532569945,57240.84706513989,50s,High-Price,2020-03-02 23:26:00,Monday,23:26:00,2020,Spring,PrimeTime,S-City,Female,3
99,10339,10,2,0,30,6,31720.898503121112,63441.797006242225,20s,High-Price,2020-03-07 20:03:00,Saturday,20:03:00,2020,Spring,PrimeTime,I-City,Female,3
100,10766,10,1,0,31,5,34564.20153752697,34564.20153752697,30s,High-Price,2020-02-04 22:00:00,Tuesday,22:00:00,2020,Winter,PrimeTime,S-City,Female,2
101,10319,10,2,0,57,7,28369.95268121833,56739.90536243666,50s,High-Price,2020-02-22 21:29:00,Saturday,21:29:00,2020,Winter,PrimeTime,T-City,Female,2
102,10374,10,2,0,28,5,34020.804282731515,68041.60856546303,20s,High-Price,2020-01-31 23:27:00,Friday,23:27:00,2020,Winter,PrimeTime,S-City,Female,1
103,10420,10,1,1,18,8,29354.374969082248,29354.374969082248,10s,High-Price,2020-03-01 23:10:00,Sunday,23:10:00,2020,Spring,PrimeTime,B-City,Male,3
104,10342,10,1,0,26,5,35343.95950618413,35343.95950618413,20s,High-Price,2020-03-09 21:32:00,Monday,21:32:00,2020,Spring,PrimeTime,S-City,Female,3
105,10925,10,2,0,23,7,34018.02083154644,68036.04166309288,20s,High-Price,2020-03-19 22:06:00,Thursday,22:06:00,2020,Spring,PrimeTime,T-City,Female,3
106,10956,10,3,0,24,4,22807.798199159144,68423.39459747743,20s,High-Price,2020-03-12 02:47:00,Thursday,02:47:00,2020,Spring,DayBreak,K-State,Female,3
107,10226,10,1,0,26,6,37850.673276668334,37850.673276668334,20s,High-Price,2020-01-01 21:58:00,Wednesday,21:58:00,2020,Winter,PrimeTime,I-City,Female,1
108,10090,10,1,0,28,5,32832.060905472696,32832.060905472696,20s,High-Price,2020-02-03 23:07:00,Monday,23:07:00,2020,Winter,PrimeTime,S-City,Female,2
109,10459,10,2,0,22,7,35692.12406140846,71384.24812281692,20s,High-Price,2020-03-23 22:20:00,Monday,22:20:00,2020,Spring,PrimeTime,T-City,Female,3
110,10514,10,2,0,24,5,29264.153114545144,58528.30622909029,20s,High-Price,2020-01-03 21:15:00,Friday,21:15:00,2020,Winter,PrimeTime,S-City,Female,1
111,10507,10,2,0,29,4,28322.949211564304,56645.89842312861,20s,High-Price,2020-03-10 20:17:00,Tuesday,20:17:00,2020,Spring,PrimeTime,K-State,Female,3
112,10406,10,1,0,26,4,34084.27090112515,34084.27090112515,20s,High-Price,2020-02-28 21:20:00,Friday,21:20:00,2020,Winter,PrimeTime,K-State,Female,2
113,10922,10,1,0,20,5,33132.013357648015,33132.013357648015,10s,High-Price,2020-01-23 20:00:00,Thursday,20:00:00,2020,Winter,PrimeTime,S-City,Female,1
114,10651,10,1,0,37,6,29923.29713671411,29923.29713671411,30s,High-Price,2020-03-21 22:48:00,Saturday,22:48:00,2020,Spring,PrimeTime,I-City,Female,3
115,10633,10,2,0,21,10,34931.37924506236,69862.75849012472,20s,High-Price,2020-03-14 18:20:00,Saturday,18:20:00,2020,Spring,DayTime,G-City,Female,3
116,10426,10,1,0,29,7,22339.500229283614,22339.500229283614,20s,High-Price,2020-03-19 20:23:00,Thursday,20:23:00,2020,Spring,PrimeTime,T-City,Female,3
117,10014,10,1,0,31,7,29293.00798961686,29293.00798961686,30s,High-Price,2020-03-05 22:58:00,Thursday,22:58:00,2020,Spring,PrimeTime,T-City,Female,3
118,10692,10,1,0,33,8,32682.85130043748,32682.85130043748,30s,High-Price,2020-01-24 22:05:00,Friday,22:05:00,2020,Winter,PrimeTime,B-City,Female,1
119,10323,10,2,0,22,6,26628.86967932967,53257.73935865934,20s,High-Price,2020-03-28 22:49:00,Saturday,22:49:00,2020,Spring,PrimeTime,I-City,Female,3
120,10211,10,2,0,20,9,30003.761093250556,60007.52218650111,10s,High-Price,2020-02-27 22:22:00,Thursday,22:22:00,2020,Winter,PrimeTime,D-City,Female,2
121,10213,20,2,1,29,5,30044.515894612225,60089.03178922445,20s,Medium-Price,2020-01-25 22:05:00,Saturday,22:05:00,2020,Winter,PrimeTime,S-City,Male,1
122,10648,20,1,1,43,6,27762.238024524682,27762.238024524682,40s,Medium-Price,2020-03-29 15:15:00,Sunday,15:15:00,2020,Spring,DayTime,I-City,Male,3
123,10809,10,1,0,28,6,34248.90372190872,34248.90372190872,20s,High-Price,2020-01-24 23:42:00,Friday,23:42:00,2020,Winter,PrimeTime,I-City,Female,1
124,10313,10,1,0,22,10,23019.07477930384,23019.07477930384,20s,High-Price,2020-02-13 21:31:00,Thursday,21:31:00,2020,Winter,PrimeTime,G-City,Female,2
125,10342,10,1,0,26,5,26908.27036297778,26908.27036297778,20s,High-Price,2020-01-24 22:19:00,Friday,22:19:00,2020,Winter,PrimeTime,S-City,Female,1
126,10038,10,1,0,26,6,31440.39250791335,31440.39250791335,20s,High-Price,2020-01-23 08:40:00,Thursday,08:40:00,2020,Winter,DayTime,I-City,Female,1
127,10431,30,2,0,17,10,37233.00359423036,74466.00718846072,10s,Low-Price,2020-03-22 20:56:00,Sunday,20:56:00,2020,Spring,PrimeTime,G-City,Female,3
128,10212,10,2,0,29,9,30692.471500706753,61384.94300141351,20s,High-Price,2020-01-19 22:52:00,Sunday,22:52:00,2020,Winter,PrimeTime,D-City,Female,1
129,10475,10,1,0,25,5,33904.513524540904,33904.513524540904,20s,High-Price,2020-03-19 21:22:00,Thursday,21:22:00,2020,Spring,PrimeTime,S-City,Female,3
130,10696,30,2,0,17,5,25274.33576996338,50548.67153992676,10s,Low-Price,2020-03-01 22:32:00,Sunday,22:32:00,2020,Spring,PrimeTime,S-City,Female,3
131,10391,30,2,0,18,6,27025.73290480848,54051.46580961696,10s,Low-Price,2020-01-25 21:16:00,Saturday,21:16:00,2020,Winter,PrimeTime,I-City,Female,1
132,10513,20,1,1,23,4,45844.92319248789,45844.92319248789,20s,Medium-Price,2020-01-16 14:45:00,Thursday,14:45:00,2020,Winter,DayTime,K-State,Male,1
133,10393,10,2,0,29,10,41517.87766337935,83035.7553267587,20s,High-Price,2020-02-22 21:15:00,Saturday,21:15:00,2020,Winter,PrimeTime,G-City,Female,2
134,10726,10,1,0,46,10,29754.949937451187,29754.949937451187,40s,High-Price,2020-03-02 22:16:00,Monday,22:16:00,2020,Spring,PrimeTime,G-City,Female,3
135,10380,20,1,1,27,3,27205.722434433785,27205.722434433785,20s,Medium-Price,2020-02-19 22:04:00,Wednesday,22:04:00,2020,Winter,PrimeTime,P-City,Male,2
136,10240,20,1,1,31,7,34220.84664531251,34220.84664531251,30s,Medium-Price,2020-01-12 20:28:00,Sunday,20:28:00,2020,Winter,PrimeTime,T-City,Male,1
137,10678,10,2,0,38,9,27239.093187752555,54478.18637550511,30s,High-Price,2020-01-27 20:19:00,Monday,20:19:00,2020,Winter,PrimeTime,D-City,Female,1
138,10964,10,1,0,27,5,37309.279951578916,37309.279951578916,20s,High-Price,2020-02-25 23:53:00,Tuesday,23:53:00,2020,Winter,PrimeTime,S-City,Female,2
139,10687,20,2,1,24,5,27269.073262286358,54538.146524572716,20s,Medium-Price,2020-01-07 21:41:00,Tuesday,21:41:00,2020,Winter,PrimeTime,S-City,Male,1
140,10745,20,1,1,25,6,27307.155933091704,27307.155933091704,20s,Medium-Price,2020-03-17 22:55:00,Tuesday,22:55:00,2020,Spring,PrimeTime,I-City,Male,3
141,10426,10,2,0,29,7,30382.82265909715,60765.6453181943,20s,High-Price,2020-01-23 23:19:00,Thursday,23:19:00,2020,Winter,PrimeTime,T-City,Female,1
142,10861,10,1,0,28,7,24274.920567425135,24274.920567425135,20s,High-Price,2020-01-27 21:37:00,Monday,21:37:00,2020,Winter,PrimeTime,T-City,Female,1
143,10064,10,1,0,31,5,21729.098230386968,21729.098230386968,30s,High-Price,2020-02-26 21:48:00,Wednesday,21:48:00,2020,Winter,PrimeTime,S-City,Female,2
144,10058,10,2,0,36,6,20530.557578342214,41061.11515668443,30s,High-Price,2020-02-24 22:40:00,Monday,22:40:00,2020,Winter,PrimeTime,I-City,Female,2
145,10613,20,2,1,30,5,24531.59313533846,49063.18627067692,20s,Medium-Price,2020-02-14 16:23:00,Friday,16:23:00,2020,Winter,DayTime,S-City,Male,2
146,10552,10,2,0,33,6,18260.540128234672,36521.080256469344,30s,High-Price,2020-02-17 20:50:00,Monday,20:50:00,2020,Winter,PrimeTime,I-City,Female,2
147,10706,10,1,0,25,5,32358.00579686362,32358.00579686362,20s,High-Price,2020-02-14 20:37:00,Friday,20:37:00,2020,Winter,PrimeTime,S-City,Female,2
148,10436,20,1,1,30,6,38617.76878899486,38617.76878899486,20s,Medium-Price,2020-03-08 21:19:00,Sunday,21:19:00,2020,Spring,PrimeTime,I-City,Male,3
149,10702,10,1,0,25,6,36768.2270170725,36768.2270170725,20s,High-Price,2020-01-17 14:14:00,Friday,14:14:00,2020,Winter,DayTime,I-City,Female,1
150,10366,10,1,0,26,7,28748.489821328236,28748.489821328236,20s,High-Price,2020-01-04 22:52:00,Saturday,22:52:00,2020,Winter,PrimeTime,T-City,Female,1
151,10710,10,2,0,30,4,27663.13741225696,55326.27482451392,20s,High-Price,2020-02-25 20:42:00,Tuesday,20:42:00,2020,Winter,PrimeTime,K-State,Female,2
152,10955,10,1,0,31,5,33830.91892826503,33830.91892826503,30s,High-Price,2020-02-03 22:31:00,Monday,22:31:00,2020,Winter,PrimeTime,S-City,Female,2
153,10860,10,1,0,26,9,31206.206156516986,31206.206156516986,20s,High-Price,2020-03-27 23:12:00,Friday,23:12:00,2020,Spring,PrimeTime,D-City,Female,3
154,10352,30,2,0,19,6,23350.415932134998,46700.831864269996,10s,Low-Price,2020-01-26 22:04:00,Sunday,22:04:00,2020,Winter,PrimeTime,I-City,Female,1
155,10937,10,2,0,34,6,34233.89870562575,68467.7974112515,30s,High-Price,2020-03-15 20:54:00,Sunday,20:54:00,2020,Spring,PrimeTime,I-City,Female,3
156,10074,10,1,1,41,5,41581.25059471835,41581.25059471835,40s,High-Price,2020-02-09 22:51:00,Sunday,22:51:00,2020,Winter,PrimeTime,S-City,Male,2
157,10694,10,2,0,32,3,21417.06484163231,42834.12968326462,30s,High-Price,2020-01-20 22:53:00,Monday,22:53:00,2020,Winter,PrimeTime,P-City,Female,1
158,10889,20,2,1,23,5,28131.596732610706,56263.19346522141,20s,Medium-Price,2020-03-01 19:22:00,Sunday,19:22:00,2020,Spring,PrimeTime,S-City,Male,3
159,10520,10,2,0,26,3,19683.205638830354,39366.41127766071,20s,High-Price,2020-01-02 17:06:00,Thursday,17:06:00,2020,Winter,DayTime,P-City,Female,1
160,10356,30,2,0,18,5,22482.068007175134,44964.13601435027,10s,Low-Price,2020-03-17 21:28:00,Tuesday,21:28:00,2020,Spring,PrimeTime,S-City,Female,3
