OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup,RegionName
14,10647,10,5,0,26,3,41100,205500,20s,High-Price,2020-03-30 22:48:13,Wednesday,22:48:13,2020,Spring,PrimeTime,P-City
15,10405,10,6,1,15,5,41000,246000,10s,High-Price,2020-03-25 20:15:26,Friday,20:15:26,2020,Spring,PrimeTime,S-City
16,10827,10,10,0,28,6,38200,382000,20s,High-Price,2020-02-09 15:45:08,Monday,15:45:08,2020,Winter,DayTime,I-City
17,10003,10,5,0,30,5,41100,205500,20s,High-Price,2020-01-16 22:10:12,Wednesday,22:10:12,2020,Winter,PrimeTime,S-City
18,10982,10,6,0,33,5,40300,241800,30s,High-Price,2020-01-06 18:48:28,Tuesday,18:48:28,2020,Winter,DayTime,S-City
19,10176,10,4,0,27,5,40300,161200,20s,High-Price,2020-01-24 21:15:29,Tuesday,21:15:29,2020,Winter,PrimeTime,S-City
20,10512,10,1,0,23,5,40200,40200,20s,High-Price,2020-03-03 23:22:58,Sunday,23:22:58,2020,Spring,PrimeTime,S-City
21,10693,20,9,1,40,7,31700,285300,30s,Medium-Price,2020-02-26 20:20:39,Sunday,20:20:39,2020,Winter,PrimeTime,T-City
22,10571,10,4,0,26,6,41600,166400,20s,High-Price,2020-02-15 22:56:06,Sunday,22:56:06,2020,Winter,PrimeTime,I-City
23,10111,20,1,1,55,1,29300,29300,50s,Medium-Price,2020-01-04 21:28:32,Wednesday,21:28:32,2020,Winter,PrimeTime,Y-City
24,10595,10,6,0,23,5,40300,443300,20s,High-Price,2020-03-18 21:02:27,Friday,21:02:27,2020,Spring,PrimeTime,S-City
25,10255,10,5,0,23,4,40300,201500,20s,High-Price,2020-02-05 23:27:17,Monday,23:27:17,2020,Winter,PrimeTime,K-State
26,10593,10,4,0,37,9,43100,172400,30s,High-Price,2020-03-23 23:49:30,Wednesday,23:49:30,2020,Spring,PrimeTime,D-City
27,10314,10,2,0,24,6,38700,541800,20s,High-Price,2020-03-24 16:36:23,Friday,16:36:23,2020,Spring,DayTime,I-City
28,10684,10,7,0,20,6,39400,275800,10s,High-Price,2020-03-10 23:18:19,Wednesday,23:18:19,2020,Spring,PrimeTime,I-City
29,10290,10,6,0,32,6,38700,232200,30s,High-Price,2020-02-27 21:25:25,Sunday,21:25:25,2020,Winter,PrimeTime,I-City
30,10491,10,7,0,26,5,41600,291200,20s,High-Price,2020-03-12 23:57:42,Sunday,23:57:42,2020,Spring,PrimeTime,S-City
31,10070,10,2,0,38,6,38700,77400,30s,High-Price,2020-01-28 23:54:46,Tuesday,23:54:46,2020,Winter,PrimeTime,I-City
32,10222,10,5,0,54,4,39400,197000,50s,High-Price,2020-03-26 20:53:36,Saturday,20:53:36,2020,Spring,PrimeTime,K-State
33,10080,10,6,0,48,8,41600,249600,40s,High-Price,2020-01-17 23:21:27,Sunday,23:21:27,2020,Winter,PrimeTime,B-City
34,10090,10,2,0,28,5,41600,83200,20s,High-Price,2020-03-16 21:31:29,Saturday,21:31:29,2020,Spring,PrimeTime,S-City
35,10494,10,1,0,28,5,40000,40000,20s,High-Price,2020-03-19 23:10:07,Sunday,23:10:07,2020,Spring,PrimeTime,S-City
36,10281,20,10,1,27,3,29300,293000,20s,Medium-Price,2020-01-02 23:34:12,Sunday,23:34:12,2020,Winter,PrimeTime,P-City
37,10357,10,9,0,26,7,41100,616500,20s,High-Price,2020-01-12 20:08:06,Sunday,20:08:06,2020,Winter,PrimeTime,T-City
38,10701,20,4,1,23,6,29300,117200,20s,Medium-Price,2020-03-28 19:08:28,Sunday,19:08:28,2020,Spring,PrimeTime,I-City
39,10890,20,5,1,26,5,22000,110000,20s,Medium-Price,2020-03-02 05:29:01,Thursday,05:29:01,2020,Spring,DayBreak,S-City
40,10833,10,6,0,27,5,40800,244800,20s,High-Price,2020-02-04 23:50:55,Saturday,23:50:55,2020,Winter,PrimeTime,S-City
41,10446,30,5,0,15,5,16600,83000,10s,Low-Price,2020-03-18 14:06:21,Friday,14:06:21,2020,Spring,DayTime,S-City
42,10078,10,1,0,23,7,41600,41600,20s,High-Price,2020-03-22 20:04:34,Tuesday,20:04:34,2020,Spring,PrimeTime,T-City
43,10525,10,4,0,25,6,42200,168800,20s,High-Price,2020-02-26 18:53:14,Sunday,18:53:14,2020,Winter,DayTime,I-City
44,10711,10,9,0,23,5,40000,360000,20s,High-Price,2020-01-10 23:47:26,Saturday,23:47:26,2020,Winter,PrimeTime,S-City
45,10114,10,10,0,31,5,39400,394000,30s,High-Price,2020-01-24 22:19:20,Wednesday,22:19:20,2020,Winter,PrimeTime,S-City
46,10562,10,5,0,41,6,38000,190000,40s,High-Price,2020-01-02 22:47:02,Friday,22:47:02,2020,Winter,PrimeTime,I-City
47,10132,10,2,0,26,7,38000,722000,20s,High-Price,2020-03-25 15:43:21,Wednesday,15:43:21,2020,Spring,DayTime,T-City
48,10929,10,7,0,31,5,41600,291200,30s,High-Price,2020-03-10 13:09:01,Saturday,13:09:01,2020,Spring,DayTime,S-City
49,10116,20,2,1,17,5,21300,42600,10s,Medium-Price,2020-03-26 23:55:17,Saturday,23:55:17,2020,Spring,PrimeTime,S-City
50,10690,10,5,0,30,6,40000,520000,20s,High-Price,2020-01-27 13:44:04,Sunday,13:44:04,2020,Winter,DayTime,I-City
51,10740,10,5,0,27,1,40800,530400,20s,High-Price,2020-01-01 21:12:31,Thursday,21:12:31,2020,Winter,PrimeTime,Y-City
52,10398,10,2,0,59,6,41900,83800,50s,High-Price,2020-03-05 23:49:31,Tuesday,23:49:31,2020,Spring,PrimeTime,I-City
53,10076,10,1,0,42,5,40800,40800,40s,High-Price,2020-03-28 23:15:49,Monday,23:15:49,2020,Spring,PrimeTime,S-City
54,10018,10,2,0,28,6,40300,80600,20s,High-Price,2020-01-26 22:16:32,Monday,22:16:32,2020,Winter,PrimeTime,I-City
55,10069,10,3,0,27,6,41000,123000,20s,High-Price,2020-03-28 20:28:04,Sunday,20:28:04,2020,Spring,PrimeTime,I-City
56,10472,20,4,1,27,4,22900,91600,20s,Medium-Price,2020-01-29 20:57:40,Sunday,20:57:40,2020,Winter,PrimeTime,K-State
57,10304,10,10,0,27,6,40300,403000,20s,High-Price,2020-03-22 22:57:27,Friday,22:57:27,2020,Spring,PrimeTime,I-City
58,10331,10,4,0,19,1,38400,153600,10s,High-Price,2020-01-22 20:43:46,Thursday,20:43:46,2020,Winter,PrimeTime,Y-City
59,10423,10,4,0,31,10,38700,154800,30s,High-Price,2020-01-28 21:48:55,Monday,21:48:55,2020,Winter,PrimeTime,G-City
60,10629,10,8,0,27,5,41300,784700,20s,High-Price,2020-02-06 21:11:09,Tuesday,21:11:09,2020,Winter,PrimeTime,S-City
61,10246,20,9,1,31,5,32100,288900,30s,Medium-Price,2020-01-17 10:51:29,Tuesday,10:51:29,2020,Winter,DayTime,S-City
62,10871,10,6,0,36,8,40300,241800,30s,High-Price,2020-03-08 21:01:13,Tuesday,21:01:13,2020,Spring,PrimeTime,B-City
63,10433,20,7,1,35,3,28100,646300,30s,Medium-Price,2020-03-12 23:59:55,Wednesday,23:59:55,2020,Spring,PrimeTime,P-City
64,10549,10,3,0,36,5,42400,127200,30s,High-Price,2020-01-14 23:54:03,Friday,23:54:03,2020,Winter,PrimeTime,S-City
65,10478,10,1,1,22,4,38400,38400,20s,High-Price,2020-01-24 20:08:48,Monday,20:08:48,2020,Winter,PrimeTime,K-State
66,10794,10,7,0,24,7,37500,412500,20s,High-Price,2020-03-27 21:58:07,Monday,21:58:07,2020,Spring,PrimeTime,T-City
67,10548,10,1,0,30,6,38200,38200,20s,High-Price,2020-02-16 20:33:40,Thursday,20:33:40,2020,Winter,PrimeTime,I-City
68,10456,10,3,0,33,6,38700,116100,30s,High-Price,2020-02-21 14:45:06,Monday,14:45:06,2020,Winter,DayTime,I-City
69,10961,10,5,0,33,6,40000,200000,30s,High-Price,2020-03-24 23:28:40,Monday,23:28:40,2020,Spring,PrimeTime,I-City
70,10833,10,6,0,27,5,37100,630700,20s,High-Price,2020-01-09 20:26:08,Sunday,20:26:08,2020,Winter,PrimeTime,S-City
71,10009,20,3,1,22,5,30200,90600,20s,Medium-Price,2020-02-15 23:49:51,Friday,23:49:51,2020,Winter,PrimeTime,S-City
72,10964,10,4,0,27,5,40100,160400,20s,High-Price,2020-02-16 21:52:50,Thursday,21:52:50,2020,Winter,PrimeTime,S-City
73,10775,10,8,0,28,5,41900,335200,20s,High-Price,2020-02-27 22:46:02,Friday,22:46:02,2020,Winter,PrimeTime,S-City
74,10102,20,5,1,27,3,29300,146500,20s,Medium-Price,2020-03-02 21:06:43,Thursday,21:06:43,2020,Spring,PrimeTime,P-City
75,10392,10,9,0,61,5,42200,379800,60s+,High-Price,2020-02-20 21:58:58,Wednesday,21:58:58,2020,Winter,PrimeTime,S-City
76,10948,20,4,1,28,8,22800,501600,20s,Medium-Price,2020-02-11 16:32:27,Thursday,16:32:27,2020,Winter,DayTime,B-City
77,10462,20,7,1,51,7,31700,221900,50s,Medium-Price,2020-03-28 20:36:18,Thursday,20:36:18,2020,Spring,PrimeTime,T-City
78,10083,10,4,0,84,5,40000,160000,60s+,High-Price,2020-03-29 18:59:10,Sunday,18:59:10,2020,Spring,DayTime,S-City
79,10377,10,3,0,24,6,41900,125700,20s,High-Price,2020-01-02 22:03:23,Thursday,22:03:23,2020,Winter,PrimeTime,I-City
80,10530,10,4,0,25,5,41600,166400,20s,High-Price,2020-03-16 21:37:41,Wednesday,21:37:41,2020,Spring,PrimeTime,S-City
81,10772,10,3,0,35,5,39400,118200,30s,High-Price,2020-03-06 13:44:26,Monday,13:44:26,2020,Spring,DayTime,S-City
82,10127,10,3,0,27,4,40100,120300,20s,High-Price,2020-02-22 17:03:14,Wednesday,17:03:14,2020,Winter,DayTime,K-State
83,10265,20,3,1,23,7,26500,79500,20s,Medium-Price,2020-02-24 21:31:20,Friday,21:31:20,2020,Winter,PrimeTime,T-City
84,10048,10,1,1,29,7,34900,488600,20s,High-Price,2020-02-27 21:38:51,Sunday,21:38:51,2020,Winter,PrimeTime,T-City
85,10556,10,10,0,25,8,39400,394000,20s,High-Price,2020-01-24 23:31:44,Thursday,23:31:44,2020,Winter,PrimeTime,B-City
86,10702,10,4,0,25,6,41900,167600,20s,High-Price,2020-03-27 18:05:13,Sunday,18:05:13,2020,Spring,DayTime,I-City
87,10772,10,2,0,35,5,39400,78800,30s,High-Price,2020-01-07 21:51:48,Wednesday,21:51:48,2020,Winter,PrimeTime,S-City
88,10301,10,5,0,26,2,40300,201500,20s,High-Price,2020-01-26 20:27:18,Monday,20:27:18,2020,Winter,PrimeTime,H-City
89,10076,10,5,0,42,5,38200,191000,40s,High-Price,2020-03-12 23:58:33,Friday,23:58:33,2020,Spring,PrimeTime,S-City
90,10306,10,2,1,25,6,41300,82600,20s,High-Price,2020-02-28 22:49:01,Friday,22:49:01,2020,Winter,PrimeTime,I-City
91,10051,30,3,0,15,6,13400,40200,10s,Low-Price,2020-03-11 21:08:15,Monday,21:08:15,2020,Spring,PrimeTime,I-City
92,10139,30,1,0,16,5,14800,14800,10s,Low-Price,2020-03-10 21:48:15,Wednesday,21:48:15,2020,Spring,PrimeTime,S-City
93,10172,30,3,0,12,5,10900,32700,10s,Low-Price,2020-01-18 19:24:56,Friday,19:24:56,2020,Winter,PrimeTime,S-City
94,10720,20,9,1,26,5,29300,263700,20s,Medium-Price,2020-03-15 20:18:41,Sunday,20:18:41,2020,Spring,PrimeTime,S-City
95,10988,20,1,1,29,6,26500,26500,20s,Medium-Price,2020-03-11 22:27:04,Friday,22:27:04,2020,Spring,PrimeTime,I-City
96,10103,10,6,0,24,9,38400,230400,20s,High-Price,2020-01-27 21:31:39,Wednesday,21:31:39,2020,Winter,PrimeTime,D-City
97,10575,20,3,1,33,6,29300,87900,30s,Medium-Price,2020-01-09 23:31:10,Monday,23:31:10,2020,Winter,PrimeTime,I-City
98,10484,10,3,0,51,5,36600,1317600,50s,High-Price,2020-03-02 10:09:47,Sunday,10:09:47,2020,Spring,DayTime,S-City
99,10339,10,5,0,30,6,41300,206500,20s,High-Price,2020-03-07 23:43:32,Monday,23:43:32,2020,Spring,PrimeTime,I-City
100,10766,10,1,0,31,5,40800,40800,30s,High-Price,2020-02-04 23:47:48,Wednesday,23:47:48,2020,Winter,PrimeTime,S-City
101,10319,10,5,0,57,7,40200,482400,50s,High-Price,2020-02-22 14:48:25,Monday,14:48:25,2020,Winter,DayTime,T-City
102,10374,10,3,0,28,5,41000,123000,20s,High-Price,2020-01-31 13:30:09,Thursday,13:30:09,2020,Winter,DayTime,S-City
103,10420,10,1,1,18,8,41300,41300,10s,High-Price,2020-03-01 23:10:38,Sunday,23:10:38,2020,Spring,PrimeTime,B-City
104,10342,10,3,0,26,5,38000,456000,20s,High-Price,2020-03-09 23:06:36,Saturday,23:06:36,2020,Spring,PrimeTime,S-City
105,10925,10,3,0,23,7,38200,496600,20s,High-Price,2020-03-19 22:00:23,Monday,22:00:23,2020,Spring,PrimeTime,T-City
106,10956,10,4,0,24,4,40800,448800,20s,High-Price,2020-03-12 20:40:47,Monday,20:40:47,2020,Spring,PrimeTime,K-State
107,10226,10,6,0,26,6,40000,240000,20s,High-Price,2020-01-01 21:15:28,Tuesday,21:15:28,2020,Winter,PrimeTime,I-City
108,10090,10,5,0,28,5,40000,200000,20s,High-Price,2020-02-03 21:23:18,Monday,21:23:18,2020,Winter,PrimeTime,S-City
109,10459,10,10,0,22,7,39400,394000,20s,High-Price,2020-03-23 23:07:56,Thursday,23:07:56,2020,Spring,PrimeTime,T-City
110,10514,10,3,0,24,5,38700,116100,20s,High-Price,2020-01-03 16:06:42,Thursday,16:06:42,2020,Winter,DayTime,S-City
111,10507,10,5,0,29,4,38700,541800,20s,High-Price,2020-03-10 20:27:36,Monday,20:27:36,2020,Spring,PrimeTime,K-State
112,10406,10,7,0,26,4,41300,289100,20s,High-Price,2020-02-28 12:10:09,Sunday,12:10:09,2020,Winter,DayTime,K-State
113,10922,10,10,0,20,5,38000,380000,10s,High-Price,2020-01-23 23:54:42,Friday,23:54:42,2020,Winter,PrimeTime,S-City
114,10651,10,2,0,37,6,38000,76000,30s,High-Price,2020-03-21 20:58:50,Saturday,20:58:50,2020,Spring,PrimeTime,I-City
115,10633,10,6,0,21,10,40800,244800,20s,High-Price,2020-03-14 08:58:01,Monday,08:58:01,2020,Spring,DayTime,G-City
116,10426,10,2,0,29,7,41300,82600,20s,High-Price,2020-03-19 21:38:10,Monday,21:38:10,2020,Spring,PrimeTime,T-City
117,10014,10,6,0,31,7,39400,236400,30s,High-Price,2020-03-05 20:24:37,Thursday,20:24:37,2020,Spring,PrimeTime,T-City
118,10692,10,5,0,33,8,39400,197000,30s,High-Price,2020-01-24 22:21:02,Friday,22:21:02,2020,Winter,PrimeTime,B-City
119,10323,10,2,0,22,6,38700,619200,20s,High-Price,2020-03-28 20:04:20,Sunday,20:04:20,2020,Spring,PrimeTime,I-City
120,10211,10,5,0,20,9,38400,537600,10s,High-Price,2020-02-27 14:03:26,Friday,14:03:26,2020,Winter,DayTime,D-City
121,10213,20,1,1,29,5,21300,21300,20s,Medium-Price,2020-01-25 12:28:06,Wednesday,12:28:06,2020,Winter,DayTime,S-City
122,10648,20,6,1,43,6,22900,137400,40s,Medium-Price,2020-03-29 23:30:06,Wednesday,23:30:06,2020,Spring,PrimeTime,I-City
123,10809,10,7,0,28,6,38700,270900,20s,High-Price,2020-01-24 22:31:30,Thursday,22:31:30,2020,Winter,PrimeTime,I-City
124,10313,10,3,0,22,10,39400,118200,20s,High-Price,2020-02-13 23:51:54,Tuesday,23:51:54,2020,Winter,PrimeTime,G-City
125,10342,10,9,0,26,5,40000,360000,20s,High-Price,2020-01-24 21:47:30,Wednesday,21:47:30,2020,Winter,PrimeTime,S-City
126,10038,10,2,0,26,6,41200,82400,20s,High-Price,2020-01-23 13:45:48,Saturday,13:45:48,2020,Winter,DayTime,I-City
127,10431,30,9,0,17,10,5100,45900,10s,Low-Price,2020-03-22 20:39:04,Sunday,20:39:04,2020,Spring,PrimeTime,G-City
128,10212,10,10,0,29,9,40000,400000,20s,High-Price,2020-01-19 23:37:43,Tuesday,23:37:43,2020,Winter,PrimeTime,D-City
129,10475,10,6,0,25,5,40000,240000,20s,High-Price,2020-03-19 23:54:06,Friday,23:54:06,2020,Spring,PrimeTime,S-City
130,10696,30,6,0,17,5,17300,103800,10s,Low-Price,2020-03-01 23:13:06,Tuesday,23:13:06,2020,Spring,PrimeTime,S-City
131,10391,30,7,0,18,6,10000,220000,10s,Low-Price,2020-01-25 08:35:00,Tuesday,08:35:00,2020,Winter,DayTime,I-City
132,10513,20,5,1,23,4,29300,146500,20s,Medium-Price,2020-01-16 23:27:37,Tuesday,23:27:37,2020,Winter,PrimeTime,K-State
133,10393,10,5,0,29,10,38700,193500,20s,High-Price,2020-02-22 22:05:45,Wednesday,22:05:45,2020,Winter,PrimeTime,G-City
134,10726,10,1,0,46,10,38700,38700,40s,High-Price,2020-03-02 13:36:36,Monday,13:36:36,2020,Spring,DayTime,G-City
135,10380,20,10,1,27,3,24700,321100,20s,Medium-Price,2020-02-19 23:57:09,Friday,23:57:09,2020,Winter,PrimeTime,P-City
136,10240,20,3,1,31,7,22900,68700,30s,Medium-Price,2020-01-12 18:35:16,Friday,18:35:16,2020,Winter,DayTime,T-City
137,10678,10,3,0,38,9,40800,122400,30s,High-Price,2020-01-27 20:31:40,Wednesday,20:31:40,2020,Winter,PrimeTime,D-City
138,10964,10,5,0,27,5,38000,190000,20s,High-Price,2020-02-25 21:34:52,Tuesday,21:34:52,2020,Winter,PrimeTime,S-City
139,10687,20,5,1,24,5,31700,158500,20s,Medium-Price,2020-01-07 22:41:52,Wednesday,22:41:52,2020,Winter,PrimeTime,S-City
140,10745,20,4,1,25,6,23500,94000,20s,Medium-Price,2020-03-17 23:27:38,Friday,23:27:38,2020,Spring,PrimeTime,I-City
141,10426,10,5,0,29,7,38200,191000,20s,High-Price,2020-01-23 22:46:18,Thursday,22:46:18,2020,Winter,PrimeTime,T-City
142,10861,10,8,0,28,7,37500,1237500,20s,High-Price,2020-01-27 22:53:29,Saturday,22:53:29,2020,Winter,PrimeTime,T-City
143,10064,10,5,0,31,5,40800,204000,30s,High-Price,2020-02-26 15:24:32,Saturday,15:24:32,2020,Winter,DayTime,S-City
144,10058,10,3,0,36,6,39400,118200,30s,High-Price,2020-02-24 00:17:11,Monday,00:17:11,2020,Winter,DayBreak,I-City
145,10613,20,9,1,30,5,22000,198000,20s,Medium-Price,2020-02-14 01:35:54,Sunday,01:35:54,2020,Winter,DayBreak,S-City
146,10552,10,2,0,33,6,42600,85200,30s,High-Price,2020-02-17 23:37:25,Tuesday,23:37:25,2020,Winter,PrimeTime,I-City
147,10706,10,1,0,25,5,40800,40800,20s,High-Price,2020-02-14 16:31:40,Saturday,16:31:40,2020,Winter,DayTime,S-City
148,10436,20,6,1,30,6,28100,168600,20s,Medium-Price,2020-03-08 21:52:01,Tuesday,21:52:01,2020,Spring,PrimeTime,I-City
149,10702,10,7,0,25,6,39400,1260800,20s,High-Price,2020-01-17 23:16:21,Thursday,23:16:21,2020,Winter,PrimeTime,I-City
150,10366,10,9,0,26,7,41300,619500,20s,High-Price,2020-01-04 13:20:01,Monday,13:20:01,2020,Winter,DayTime,T-City
151,10710,10,3,0,30,4,37500,112500,20s,High-Price,2020-02-25 13:29:02,Saturday,13:29:02,2020,Winter,DayTime,K-State
152,10955,10,9,0,31,5,40300,523900,30s,High-Price,2020-02-03 13:12:20,Wednesday,13:12:20,2020,Winter,DayTime,S-City
153,10860,10,5,0,26,9,37500,187500,20s,High-Price,2020-03-27 22:43:05,Saturday,22:43:05,2020,Spring,PrimeTime,D-City
154,10352,30,8,0,19,6,13400,187600,10s,Low-Price,2020-01-26 20:32:09,Saturday,20:32:09,2020,Winter,PrimeTime,I-City
155,10937,10,4,0,34,6,40000,160000,30s,High-Price,2020-03-15 15:40:43,Saturday,15:40:43,2020,Spring,DayTime,I-City
156,10074,10,4,1,41,5,41300,165200,40s,High-Price,2020-02-09 15:31:37,Sunday,15:31:37,2020,Winter,DayTime,S-City
157,10694,10,6,0,32,3,41200,247200,30s,High-Price,2020-01-20 09:50:21,Tuesday,09:50:21,2020,Winter,DayTime,P-City
158,10889,20,4,1,23,5,31700,126800,20s,Medium-Price,2020-03-01 14:12:39,Thursday,14:12:39,2020,Spring,DayTime,S-City
159,10520,10,2,0,26,3,39400,78800,20s,High-Price,2020-01-02 23:32:32,Friday,23:32:32,2020,Winter,PrimeTime,P-City
160,10356,30,1,0,18,5,12900,12900,10s,Low-Price,2020-03-17 23:26:32,Tuesday,23:26:32,2020,Spring,PrimeTime,S-City
161,10944,10,10,0,36,5,39400,394000,30s,High-Price,2020-03-10 22:47:58,Tuesday,22:47:58,2020,Spring,PrimeTime,S-City
162,10710,10,1,0,30,4,41200,576800,20s,High-Price,2020-02-02 22:17:49,Thursday,22:17:49,2020,Winter,PrimeTime,K-State
163,10682,10,5,0,27,3,40200,201000,20s,High-Price,2020-02-07 22:28:20,Tuesday,22:28:20,2020,Winter,PrimeTime,P-City
164,10797,20,10,1,24,7,22900,229000,20s,Medium-Price,2020-01-04 21:14:30,Wednesday,21:14:30,2020,Winter,PrimeTime,T-City
165,10247,10,7,0,30,6,40800,285600,20s,High-Price,2020-02-07 12:14:25,Tuesday,12:14:25,2020,Winter,DayTime,I-City
166,10891,30,4,0,18,7,5100,20400,10s,Low-Price,2020-02-20 23:37:49,Wednesday,23:37:49,2020,Winter,PrimeTime,T-City
167,10854,10,10,0,34,5,37500,375000,30s,High-Price,2020-01-26 23:09:39,Thursday,23:09:39,2020,Winter,PrimeTime,S-City
168,10780,10,9,0,24,5,39400,354600,20s,High-Price,2020-02-11 14:34:17,Thursday,14:34:17,2020,Winter,DayTime,S-City
169,10516,10,7,0,30,5,39400,2088200,20s,High-Price,2020-03-20 23:33:53,Saturday,23:33:53,2020,Spring,PrimeTime,S-City
170,10275,10,10,0,33,6,38000,380000,30s,High-Price,2020-02-19 23:41:27,Friday,23:41:27,2020,Winter,PrimeTime,I-City
171,10932,20,5,1,24,4,23500,117500,20s,Medium-Price,2020-01-13 05:11:11,Thursday,05:11:11,2020,Winter,DayBreak,K-State
172,10047,10,3,0,29,6,38000,114000,20s,High-Price,2020-02-14 14:37:54,Monday,14:37:54,2020,Winter,DayTime,I-City
173,10362,10,6,0,23,4,39400,236400,20s,High-Price,2020-02-21 01:29:26,Friday,01:29:26,2020,Winter,DayBreak,K-State
174,10146,10,10,1,32,4,41000,574000,30s,High-Price,2020-03-09 19:04:51,Thursday,19:04:51,2020,Spring,PrimeTime,K-State
175,10112,10,7,0,23,6,38200,267400,20s,High-Price,2020-03-31 20:04:38,Thursday,20:04:38,2020,Spring,PrimeTime,I-City
176,10156,10,8,0,33,6,39400,315200,30s,High-Price,2020-01-13 22:14:22,Saturday,22:14:22,2020,Winter,PrimeTime,I-City
177,10055,10,3,0,55,6,37500,112500,50s,High-Price,2020-01-28 19:02:16,Wednesday,19:02:16,2020,Winter,PrimeTime,I-City
178,10624,20,5,1,22,6,22900,114500,20s,Medium-Price,2020-01-28 23:54:36,Wednesday,23:54:36,2020,Winter,PrimeTime,I-City
179,10714,10,6,0,36,5,40000,240000,30s,High-Price,2020-02-12 03:58:15,Sunday,03:58:15,2020,Winter,DayBreak,S-City
180,10404,10,2,0,29,4,40000,560000,20s,High-Price,2020-03-14 22:50:07,Thursday,22:50:07,2020,Spring,PrimeTime,K-State
181,10200,10,2,0,24,5,40000,80000,20s,High-Price,2020-02-29 23:46:01,Tuesday,23:46:01,2020,Winter,PrimeTime,S-City
182,10584,10,1,0,27,6,38000,38000,20s,High-Price,2020-02-04 23:24:44,Tuesday,23:24:44,2020,Winter,PrimeTime,I-City
183,10870,10,8,1,30,8,42400,339200,20s,High-Price,2020-02-24 21:33:51,Wednesday,21:33:51,2020,Winter,PrimeTime,B-City
184,10428,10,7,0,23,5,41300,743400,20s,High-Price,2020-02-07 13:06:53,Tuesday,13:06:53,2020,Winter,DayTime,S-City
185,10941,10,2,0,22,7,39400,78800,20s,High-Price,2020-01-23 21:00:48,Sunday,21:00:48,2020,Winter,PrimeTime,T-City
186,10623,10,4,0,66,6,40800,163200,60s+,High-Price,2020-03-19 21:41:19,Monday,21:41:19,2020,Spring,PrimeTime,I-City
187,10687,20,3,1,24,5,28100,84300,20s,Medium-Price,2020-01-11 20:10:22,Monday,20:10:22,2020,Winter,PrimeTime,S-City
188,10675,10,8,0,23,10,41600,332800,20s,High-Price,2020-01-26 21:39:14,Monday,21:39:14,2020,Winter,PrimeTime,G-City
189,10674,10,2,0,42,5,43900,965800,40s,High-Price,2020-03-19 20:01:02,Monday,20:01:02,2020,Spring,PrimeTime,S-City
190,10075,10,6,0,23,7,40200,723600,20s,High-Price,2020-02-28 18:41:23,Thursday,18:41:23,2020,Winter,DayTime,T-City
191,10376,10,6,0,59,5,40800,1428000,50s,High-Price,2020-01-14 22:01:07,Sunday,22:01:07,2020,Winter,PrimeTime,S-City
192,10838,10,9,0,34,3,41200,370800,30s,High-Price,2020-01-08 23:53:42,Wednesday,23:53:42,2020,Winter,PrimeTime,P-City
193,10477,10,1,0,22,7,41900,41900,20s,High-Price,2020-03-22 16:23:44,Sunday,16:23:44,2020,Spring,DayTime,T-City
194,10815,10,1,0,26,7,41300,41300,20s,High-Price,2020-03-18 12:31:04,Friday,12:31:04,2020,Spring,DayTime,T-City
