title,url
'K-주소체계' 전문가들 모여 인공지능 시대 주소 체계 전망 토의,https://www.news1.kr/articles/5456866
"저작권위원회, 인공지능 학습 원천데이터 활성화 지원",https://view.asiae.co.kr/article/2024062413211968494
"충남교육청, 우즈베키스탄에 인공지능 교육 모델 전수",http://www.jbnews.com/news/articleView.html?idxno=1441277
SK 사업전략 'BBC 아닌 ABC?'…리밸런싱으로 인공지능 강화,https://view.asiae.co.kr/article/2024062409382282654
AI(Artificial Intelligent:인공지능),http://www.jjn.co.kr/news/articleView.html?idxno=975350
인공지능(AI) 칩 선두주자 엔비디아 6%대 급락…다우 0.67%↑나스닥 1.09%↓[...,https://www.econovill.com/news/articleView.html?idxno=658570
"삼성전자, '갤럭시 AI' 언어 모델 연내 20개까지 지원",https://www.widedaily.com/news/articleView.html?idxno=238062
"""발음마다 뜻이 달라지는데?""…갤럭시 AI의 16개 언어 통역 비결",https://www.newsis.com/view/NISX20240625_0002785368
"""애플, 오픈AI 이어 메타와 인공지능 협력 논의""",http://www.edaily.co.kr/news/newspath.asp?newsid=01436646638925000
"인공지능 주목하는 레노버, AI 혁신 위한 MOU 체결",https://sports.khan.co.kr/news/sk_index.html?art_id=202406251104003&sec_id=561101&pt=nv
"국제표준 산업 인공지능 인증서, 국내에서 발급 가능",http://www.inews24.com/view/np/1734225
인공지능으로 농산물 원산지 가려낸다,https://www.nongmin.com/article/20240625500021
"이글루코퍼레이션, KISA ‘AI 보안관제 전문인력 양성 사업’ 수행",https://www.etoday.co.kr/news/view/2373359
[여현덕의 AI Thinking] 더욱 가까워지는 인간과 반려동물… 그 연결고리는 인...,https://www.kmib.co.kr/article/view.asp?arcid=1719123390&code=11171466&cp=nv
'K-주소체계' 전문가들 모여 인공지능 시대 주소 체계 전망 토의,https://www.news1.kr/articles/5456866
"충남교육청, 우즈베키스탄에 인공지능 교육 모델 전수",http://www.jbnews.com/news/articleView.html?idxno=1441277
SK 사업전략 'BBC 아닌 ABC?'…리밸런싱으로 인공지능 강화,https://view.asiae.co.kr/article/2024062409382282654
"군, 인공지능으로 국방규격 품질관리 시작",https://www.newsis.com/view/NISX20240624_0002783807
[여현덕의 AI Thinking] 더욱 가까워지는 인간과 반려동물… 그 연결고리는 인...,https://www.kmib.co.kr/article/view.asp?arcid=1719123390&code=11171466&cp=nv
"“LG전자, AI 생태계 확대 기대…하반기 엑사원과 시너지”",https://www.etoday.co.kr/news/view/2373212
'K-주소체계' 전문가들 모여 인공지능 시대 주소 체계 전망 토의,https://www.news1.kr/articles/5456866
"저작권위원회, 인공지능 학습 원천데이터 활성화 지원",https://view.asiae.co.kr/article/2024062413211968494
"충남교육청, 우즈베키스탄에 인공지능 교육 모델 전수",http://www.jbnews.com/news/articleView.html?idxno=1441277
SK 사업전략 'BBC 아닌 ABC?'…리밸런싱으로 인공지능 강화,https://view.asiae.co.kr/article/2024062409382282654
AI(Artificial Intelligent:인공지능),http://www.jjn.co.kr/news/articleView.html?idxno=975350
인공지능(AI) 칩 선두주자 엔비디아 6%대 급락…다우 0.67%↑나스닥 1.09%↓[...,https://www.econovill.com/news/articleView.html?idxno=658570
"삼성전자, '갤럭시 AI' 언어 모델 연내 20개까지 지원",https://www.widedaily.com/news/articleView.html?idxno=238062
챗GPT 인공지능지도사협회 창립,https://www.viva100.com/main/view.php?key=20240624010007478
<뉴스브릿지> 영화에 도전하는 인공지능…국내 최초 AI 영화 경쟁 부문 신설,http://news.ebs.co.kr/ebsnews/allView/60491789/N
"손정의 ""초인공지능(ASI), 인간 지능의 1만배""",https://biz.sbs.co.kr/article_hub/20000177770?division=NAVER
"대신자산운용, 인공지능 생태계 투자 ETF 출시 나흘만에 완판",https://www.pointdaily.co.kr/news/articleView.html?idxno=207487
"동의대 인공지능그랜드ICT연구센터, 캘거리대와 글로벌 업무 협약",https://view.asiae.co.kr/article/2024062315580374896
"인공지능 탑재한 리얼돌 나온다…중국, 출시 임박",https://www.newsis.com/view/NISX20240621_0002782355
"세종시 연남초, 인공지능 소통 교실 눈길",http://www.ccnnews.co.kr/news/articleView.html?idxno=338816
"퍼즐에이아이, 인공지능 간호 의무기록 사업화 추진",https://www.medicaltimes.com/Main/News/NewsView.html?ID=1159370&ref=naverpc
"비즈메트릭스, '2024 인공지능&빅데이터쇼'에서 'BzEngage' 및 'BzWorks' 선봬",http://news.mt.co.kr/mtview.php?no=2024062415562656881
엔비디아 그리고 글로벌 인공지능 랠리,https://news.heraldcorp.com/view.php?ud=20240625050442
"""발음마다 뜻이 달라지는데?""…갤럭시 AI의 16개 언어 통역 비결",https://www.newsis.com/view/NISX20240625_0002785368
"""애플, 오픈AI 이어 메타와 인공지능 협력 논의""",http://www.edaily.co.kr/news/newspath.asp?newsid=01436646638925000
"인공지능 주목하는 레노버, AI 혁신 위한 MOU 체결",https://sports.khan.co.kr/news/sk_index.html?art_id=202406251104003&sec_id=561101&pt=nv
"국제표준 산업 인공지능 인증서, 국내에서 발급 가능",http://www.inews24.com/view/np/1734225
인공지능으로 농산물 원산지 가려낸다,https://www.nongmin.com/article/20240625500021
"이글루코퍼레이션, KISA ‘AI 보안관제 전문인력 양성 사업’ 수행",https://www.etoday.co.kr/news/view/2373359
[여현덕의 AI Thinking] 더욱 가까워지는 인간과 반려동물… 그 연결고리는 인...,https://www.kmib.co.kr/article/view.asp?arcid=1719123390&code=11171466&cp=nv
'K-주소체계' 전문가들 모여 인공지능 시대 주소 체계 전망 토의,https://www.news1.kr/articles/5456866
"충남교육청, 우즈베키스탄에 인공지능 교육 모델 전수",http://www.jbnews.com/news/articleView.html?idxno=1441277
SK 사업전략 'BBC 아닌 ABC?'…리밸런싱으로 인공지능 강화,https://view.asiae.co.kr/article/2024062409382282654
"군, 인공지능으로 국방규격 품질관리 시작",https://www.newsis.com/view/NISX20240624_0002783807
[여현덕의 AI Thinking] 더욱 가까워지는 인간과 반려동물… 그 연결고리는 인...,https://www.kmib.co.kr/article/view.asp?arcid=1719123390&code=11171466&cp=nv
"“LG전자, AI 생태계 확대 기대…하반기 엑사원과 시너지”",https://www.etoday.co.kr/news/view/2373212
'K-주소체계' 전문가들 모여 인공지능 시대 주소 체계 전망 토의,https://www.news1.kr/articles/5456866
"저작권위원회, 인공지능 학습 원천데이터 활성화 지원",https://view.asiae.co.kr/article/2024062413211968494
"충남교육청, 우즈베키스탄에 인공지능 교육 모델 전수",http://www.jbnews.com/news/articleView.html?idxno=1441277
SK 사업전략 'BBC 아닌 ABC?'…리밸런싱으로 인공지능 강화,https://view.asiae.co.kr/article/2024062409382282654
AI(Artificial Intelligent:인공지능),http://www.jjn.co.kr/news/articleView.html?idxno=975350
인공지능(AI) 칩 선두주자 엔비디아 6%대 급락…다우 0.67%↑나스닥 1.09%↓[...,https://www.econovill.com/news/articleView.html?idxno=658570
"삼성전자, '갤럭시 AI' 언어 모델 연내 20개까지 지원",https://www.widedaily.com/news/articleView.html?idxno=238062
챗GPT 인공지능지도사협회 창립,https://www.viva100.com/main/view.php?key=20240624010007478
<뉴스브릿지> 영화에 도전하는 인공지능…국내 최초 AI 영화 경쟁 부문 신설,http://news.ebs.co.kr/ebsnews/allView/60491789/N
"손정의 ""초인공지능(ASI), 인간 지능의 1만배""",https://biz.sbs.co.kr/article_hub/20000177770?division=NAVER
"대신자산운용, 인공지능 생태계 투자 ETF 출시 나흘만에 완판",https://www.pointdaily.co.kr/news/articleView.html?idxno=207487
"동의대 인공지능그랜드ICT연구센터, 캘거리대와 글로벌 업무 협약",https://view.asiae.co.kr/article/2024062315580374896
"인공지능 탑재한 리얼돌 나온다…중국, 출시 임박",https://www.newsis.com/view/NISX20240621_0002782355
"세종시 연남초, 인공지능 소통 교실 눈길",http://www.ccnnews.co.kr/news/articleView.html?idxno=338816
"퍼즐에이아이, 인공지능 간호 의무기록 사업화 추진",https://www.medicaltimes.com/Main/News/NewsView.html?ID=1159370&ref=naverpc
"비즈메트릭스, '2024 인공지능&빅데이터쇼'에서 'BzEngage' 및 'BzWorks' 선봬",http://news.mt.co.kr/mtview.php?no=2024062415562656881
엔비디아 그리고 글로벌 인공지능 랠리,https://news.heraldcorp.com/view.php?ud=20240625050442
"서울시 120 다산콜, 인공지능 도입해 24시간 실시간 채팅 상담 추진",https://www.dailian.co.kr/news/view/1375346/?sc=Naver
"구광모 LG 회장, 북미 출장서 인공지능·바이오 사업 현황 점검",https://www.the-pr.co.kr/news/articleView.html?idxno=51668
"틱톡 모기업 중국 바이트댄스, 미국 브로드컴과 AI칩 공동개발",https://www.etoday.co.kr/news/view/2373028
"하나은행, 수출서류 업무 처리에 OCR 인공지능 도입 확대",https://www.etnews.com/20240624000104
코골이 최강자 vs 인공지능 베개… 승자는? [이동수는 이동중],http://www.segye.com/newsView/20240621510895?OutUrl=naver
인공지능(AI) 기술로 6.25 전쟁 영웅들 복원,https://www.etnews.com/20240624000295
"피맥스, 의료영상 인공지능 플랫폼 '메디오맥스' 美 FDA 승인 획득",http://www.biotimes.co.kr/news/articleView.html?idxno=15842
"씽크포비엘, '신뢰할 수 있는 인공지능(Trustworthy AI)' 기술 확산 박차",https://www.incheonilbo.com/news/articleView.html?idxno=1254742
"한컴-한전, 인공지능·데이터 분야 협력",https://www.newsis.com/view/NISX20240620_0002779950
[뉴욕증시] 인공지능·반도체 쏠림 완화에 혼조 마감…나스닥1.09%↓,http://www.shinailbo.co.kr/news/articleView.html?idxno=1893399
